CUGBP,EIF4A3,ESRP1,ESRP2,HNRNPA1,HNRNPA2B1,HNRNPA3,HNRNPF,HNRNPG,HNRNPK,KHDRBS1,MAGOH,MBNL1,MBNL2,NOVA1,PRP19,PRPF40A,PRPF8,PTBP1,RAVER1,RBM10,RBM17,RBM22,RBM25,RBM3,RBM39,RBM4,RBM45,RBM5,RNU1,RNU11,RNU12,RNU2,RNU4,RNU4ATAC,RNU5,RNU6,RNU6ATAC,SC35,SF3BTV1,SF3BTV2,SF3B2,SFPQ,SND1,SNW1,SRPK1,SRRM1,SRSF10,SRSF3,SRSF4,SRSF5,SRSF6,SRSF9,TCERG1,TIA1,TRA2A,TRA2B,U2AF1,U2AF2,Class
0.00408287737947032,0.0308528914848521,0.0102921767795348,0.0269002249811661,0.0639930401106316,0.0135704651848981,0.107349384207294,0.0412872518812266,0.0476043139809516,0.156604624639764,0.0298461701484092,0.00217450393578777,0.00444554960995087,0.00237929542682195,1.83735662358377e-06,0.0155933721853008,0.0117613339132325,0.0220161083855438,0.0164730563485999,0.0113967351693952,0.0101899384036204,0.0053799935529881,0.00901396925212506,0.00757972788489074,0.0122144987913982,0.00346090227888501,0.0354859415707278,0.00157657112304082,0.00280528593521691,1,0.0213688116448821,9.87945056551751e-05,0.329855229216458,1,0.00129272143266389,1,0.0357612143824463,0.00267309719472798,0.0162414715866801,0.000793353033972153,0.00583623203818254,0.0150352968155526,0.000135888930559409,0.0271638832947479,0.000632944406472433,0.0137995258767048,0.0237270856570144,0.00882091852968849,0.0725230997967971,0.00906775628907969,0.0135133814815042,0.00325724420144061,0.0854294770964225,0.00883969132174756,0.00111085946695372,0.00761200558233394,0.02213367933756,0.0146805139858032,0.030005919029586,ADH
0.00539905204936427,0.030008712509825,0.0101046552132679,0.02712129503211,0.0651701932971805,0.010731150549797,0.126870454165437,0.0363678701244182,0.060813391074722,0.151621323028419,0.0358965191970355,0.0020679082451062,0.00543635932333937,0.00195980119328916,9.42004645430932e-06,0.0182745230652534,0.0139703508755772,0.0252245336572775,0.0172810230970388,0.0128762656750051,0.012247462103599,0.00641332651534977,0.00879642478433428,0.00824858989935374,0.012831015585361,0.00430617832502229,0.0409351445238001,0.00219226375685987,0.00359283697738489,0.927749853073547,0.0251642817068351,0.000175281199434417,0.486633242703677,1.40758879880855,0.00174813892583723,0.854966307017684,0.0490126627176912,0.00297100350168982,0.0186037447523753,0.000569294606707,0.00543682984779292,0.0152678447347112,8.54941062523526e-05,0.0314180044117596,0.000658187158840207,0.0164220918427405,0.0226210291222356,0.0112254894753857,0.0766708332493146,0.00850176625706362,0.0157330450665926,0.00551302186945148,0.100028954864224,0.0111082393576633,0.00123955632976644,0.0103187532194767,0.0251499726126388,0.0208438008820564,0.0366099462560312,ADH
0.0098716100656671,0.023351638813176,0.00942857115120432,0.0116598880001491,0.0393368339403155,0.000490481285347662,0.108451274396191,0.0491137364709525,0.0451640795729734,0.0746434004714875,0.0394633890560516,0.00388115737760177,0.00217344560406234,0.00474443294733167,2.19388277572501e-05,0.0126026531631345,0.00673966931799128,0.017236314636689,0.0163482179886179,0.0091596858042563,0.0177755199474796,0.0091325264100478,0.0118758139422471,0.0111289838123251,0.0149513982367683,0.000482661220420991,0.0398072924139115,0.00116629708542183,0.00325059065430972,1.67710007582163,0.0318252509121677,0.00011290259924895,0.160605313164824,1.59219617362893,0.00286152845745076,1,0.0838296591564245,0.0012793296740063,0.00954811978876581,4.89474919991835e-05,0.00334419520551422,0.00513932779174024,8.00774497423911e-07,0.0283032247658351,9.72310116065675e-06,0.0164389886381538,0.0204325438556289,0.0112146439803311,0.0913265581010911,0.00494198330387347,0.0179058334532122,0.00534857739875649,0.112601021350063,0.016290196601004,0.0006406116743612,0.00660743069684893,0.0311048974411405,0.0225399382237157,0.0248400706170346,ADH
0.00699379921335477,0.016470472314772,0.00616843023181297,0.00932860035759811,0.0358599975237411,0.000702700034544599,0.0824001018931314,0.0320934913370026,0.0323156271067359,0.0585734038165825,0.0341832942886603,0.0028310279593329,0.00146426228512251,0.00245699285887106,1.5874857183859e-05,0.0121620632082502,0.0046241434435079,0.0159777258854471,0.0126593200034704,0.00803905741162842,0.0169307384311345,0.00748005621718468,0.00869957178839493,0.00698886234368967,0.0104028751236131,0.000461153006039129,0.0360287068104428,0.000893238385659016,0.00238107174969794,1.01521738401781,0.0174730042073112,6.34308550574175e-05,0.0457659419819944,0.920849000425407,0.00242962939765852,1.11035293569053,0.049654681445093,0.00118397766401918,0.00705874054290949,4.21383324408168e-05,0.00238763539015986,0.00506269936475944,1.69176390234381e-06,0.0177918811854689,1.58582649877074e-05,0.0099005925865094,0.0151108618109806,0.00763430237021025,0.0630566039690997,0.0042220896938171,0.0158342741095006,0.00378591674840772,0.0904587421910504,0.0120959527467901,0.000472770090375064,0.00602992112271875,0.0195359694551253,0.014788974781467,0.0231619127383123,ADH
0.00927608233389381,0.022957560116196,0.0125760277792579,0.0045045237046445,0.043673991984876,0.00337184764102679,0.110692919083798,0.0506286537392802,0.0670927023249482,0.115047585909198,0.044686585695014,0.0052513966374411,0.00740239405770917,0.00707350973906837,2.74851617536835e-06,0.0200774391541352,0.00945500478648195,0.0517730114691377,0.0276052187616865,0.0134040650851822,0.0254173244407803,0.0147265744440521,0.0128020676978097,0.00927315117013045,0.0207088043249156,0.00196315883335651,0.0412100439151848,0.00186132569209336,0.00449118244426783,1.23952599053078,0.0334899155039233,0.000175281199434417,0.128755402254333,1.23465608909499,0.00386933050391985,1.20515499517488,0.0935527694572136,0.00206596068372832,0.0100111214790902,0.000134512253435037,0.00454889258042058,0.013377689858763,1.06896072440697e-05,0.0277335540302915,0.000323508220942001,0.0182367001053063,0.0228313138992004,0.00838869704876025,0.0644700902859096,0.00974009388327133,0.0179521594831459,0.0037894757409148,0.0921326166960731,0.0146506594120354,0.000909613941088425,0.0143460741540874,0.0148778357528297,0.0266751997799292,0.0322314995860797,ADH
0.00498708835352591,0.0147590608702601,0.0042807354189093,0.0033817921778962,0.0553510704206926,0.0124772037708798,0.0822103509586176,0.037521896942652,0.0585503343722098,0.100374439588559,0.0233774020893844,0.00316331474832245,0.00559044753543901,0.0024737273967688,3.93953254577014e-06,0.0166992106821171,0.0088571628972836,0.0367248390598687,0.017459681454998,0.0152139468291339,0.0132436853522761,0.00664778241058594,0.0087976171229288,0.0120942642664922,0.0154746251916576,0.00310901121528353,0.035870328008836,0.00147156196188363,0.00348074779339194,1,0.0230837536393564,0.000175281199434417,0.187658111400671,1,0.00342137087941432,1,0.0609725847868633,0.00173771821396034,0.0167471674411601,0.000315815161701243,0.00322491979016536,0.0144794104420282,6.06769961460777e-05,0.0460975029737578,0.000690062152963572,0.0107554743449155,0.0262539713423357,0.00725607250090757,0.0532483394982221,0.00970786056355185,0.0169153553556815,0.00447810227522098,0.0751184932820403,0.0118785313266248,0.000910988847389795,0.0108314129383648,0.0149310082181907,0.0236408068844197,0.0396310964965829,ADH
0.00679517962426162,0.0341458029106784,0.0116090558746845,0.0256100707812604,0.0786705740763618,0.0330942586576276,0.201362409043576,0.0750815802337335,0.125211833927458,0.166106145458084,0.0513888470026643,0.00328262003689463,0.0115070828946893,0.00170611581717304,3.76443284002996e-06,0.0253128271958325,0.0290811233074213,0.0392187084560206,0.0311353184189954,0.0218952602010759,0.0187112533521158,0.00484580178458274,0.0134949133790079,0.017690179497918,0.0139214054840311,0.00428089861320442,0.0510098566826486,0.00300813864570048,0.00280528593521691,1.40949630640498,0.0431798933438554,0.000185896808032604,0.286915743186379,1.40949630640498,0.00226222595914506,1.40949630640498,0.0513028292752838,0.00207174831381704,0.0318071774106883,0.00120305417445342,0.00942565077177926,0.0200205898992726,0.000127151545095542,0.0302999377108774,0.000759698680683672,0.0172123942849023,0.0424035511952609,0.0121437061706882,0.115905073771049,0.0228586133550982,0.0215738196783595,0.00731355343893664,0.112529578399064,0.020073196718619,0.00177045118463093,0.00896492899235721,0.0432553535576541,0.0340419400055051,0.0468178578975735,ADH
0.00424828902758363,0.0258314650359819,0.00796601383174965,0.0181252147266834,0.0578834968504782,0.0137202977367863,0.150854999658615,0.0573901787511549,0.0960332153025888,0.138181047129999,0.032722114520867,0.00226182366285665,0.00771326733791581,0.00141453721119714,3.69408538680013e-06,0.0167671870692022,0.0226268623570391,0.0271052704114584,0.0181097760072015,0.0154987679355597,0.0149895241908153,0.00407796154612033,0.00986071137892108,0.00984200866162472,0.012787993795732,0.00344803985612584,0.0424320137339075,0.00215112155899562,0.00280528593521691,1,0.020428000778696,0.000221456890991231,0.31619604374814,1,0.00176949356366049,1,0.0351293144846373,0.00165018849640035,0.0247810538841209,0.00094088254654312,0.00672774716349362,0.0153087238288996,0.00013801099156951,0.023304111441062,0.000548156146035694,0.0139776414482465,0.0264075366693392,0.011218271604463,0.0853608797480194,0.0167233120430007,0.0132565209950061,0.00580388321380677,0.0867907366612015,0.0113187044361785,0.001190822344229,0.00752366471884339,0.0338555206335659,0.0240387304254802,0.040189977678658,ADH
0.00803145080853662,0.0336071901236822,0.0129492342035608,0.0141852829856394,0.0428454740008281,0.000960437131028375,0.199678300410987,0.0523312075162731,0.058190822252453,0.0887999421349474,0.0427412942621978,0.00322945728760599,0.00272787524414574,0.00489968046100394,1.1805747303494e-05,0.0152181281789812,0.0135328245534494,0.0256285211917021,0.0140596711037613,0.0104132466381288,0.0156605292100708,0.00794427780856997,0.00999794452748283,0.017326294660157,0.0135872285837724,0.0012362954112067,0.0410869326519392,0.00199117689827603,0.00266590530941864,1.02305602004822,0.0176614438489725,0.000211058902330436,0.066566194268181,1.11711250548081,0.00239813453114358,1.14219300278493,0.0423661905420296,0.000910290144508875,0.0161181324996788,0.000184628020432273,0.00649027148043832,0.0103239154316103,6.37184404910075e-06,0.0225839619915848,7.38918966755508e-05,0.0236014711737315,0.0273866398817959,0.0111944872673845,0.0907725193895238,0.00859681329258256,0.0257936417291979,0.0061875112863704,0.184815556693715,0.0169885288992571,0.00148567760267581,0.00768528184110191,0.0376376412543846,0.0207934959383632,0.0289548125073511,ADH
0.00609711583681294,0.023572218971587,0.00892102742392017,0.0116598880001491,0.0189400574045945,0.0006988857158518,0.108451274396191,0.00234083455491526,0.046696207516601,3.15416678149666e-05,17.0858590514869,0.00322527002608444,0.00462488720938278,0.00245699285887106,5.68583796282693e-06,0.00101902375084172,0.000102056438069275,0.0256285211917021,0.0172810230970388,0.00100921277669881,0.0132436853522761,0.00666747379883789,0.00986071137892108,0.00983121300849955,0.012831015585361,0.00310901121528353,0.0410869326519392,0.00186132569209336,0.00280528593521691,1,0.0236380313938634,0.00135877738736999,8.40515850766373e-05,1,0.00126897639222762,1,0.0960012281471597,0.00204494351748639,0.0145014910275936,0.000333830255892348,0.0142793180631791,0.000109830476290828,7.97153236799881e-05,0.0277335540302915,0.000548156146035694,0.0155056571909686,0.0262539713423357,0.0111944872673845,0.0725230997967971,0.258995913034764,0.0157330450665926,0.00447810227522098,0.0921326166960731,0.0118785313266248,0.00111085946695372,0.00768528184110191,0.0436952489641245,0.0208438008820564,0.0523536120998972,ADH
