16	SAM68TV1	0.17450458444247263
43	U6ATAC	0.23660294157188563
11	RAVER1	0.26911080637788715
42	U6	0.30458982011777047
2	ESRP1	0.31199752628324057
17	SC35	0.31523755747358234
14	RBM3	0.3331988922051034
36	U2	0.42172837514452416
27	SRSF5	0.4226425748164879
19	SF3BTV2	0.42939151945363124
41	U5	0.48144712430426717
20	SKIP	0.49444758140410316
8	PRP8	0.49646419832755234
6	NOVA1	0.5012234142668925
23	SRSF1	0.5272915490306794
21	SND1	0.5275200989486704
1	CUGBP	0.5304509155440833
39	U4	0.5373343013094566
18	SF3BTV1	0.5428867199053534
7	nSR100	0.5636175418784114
12	RBM17	0.5655669382377456
33	U1	0.5659433733967896
24	SRSF10	0.5760533462396816
15	RBM45	0.6057917238041463
0	CA150	0.6173536608319216
9	PSF	0.6270334220644781
5	MAGOH	0.6389449060256513
4	FBP11	0.644846871554946
13	RBM22	0.6767363071710898
31	TRA2A	0.6845204484956039
25	SRSF3	0.6902073082197305
29	SRSF9	0.7256997660724369
10	PTB	0.738538893818397
3	ESRP2	0.7412008281573499
26	SRSF4	0.7495899545588988
37	U2AF1	0.7522115565593825
38	U2AF2	0.767026968890323
34	U11	0.7673361834852519
35	U12	0.7732112607889005
40	U4ATAC	0.7871259175607002
22	SRM160	0.8068887634105025
28	SRSF6	0.8167432981097578
32	TRA2B	0.8326207953537146
30	TIA1	0.9278454464789869
