P69905_HBA,P02675_FIBB,P02042_HBD,P68871_HBB,P08514_ITA2B,P00915_CAH1,P02679_FIBG,P35579_MYH9,P32119_PRDX2,P02671_FIBA,Q9Y490_TLN1,P21333_FLNA,P61224_RAP1B,P18206_VINC,P60660_MYL6,P02730_B3AT,P05106_ITB3,P05109_S10A8,P06396_GELS,P02751_FINC,P02788_TRFL,P04040_CATA,P02768_ALBU,P06702_S10A9,P00918_CAH2,P07996_TSP1,P27105_STOM,P00488_F13A,P59666_DEF3,P11277_SPTB1,P63104_1433Z,P12814_ACTN1,P02549_SPTA1,Q15404_RSU1,Q86UX7_URP2,P04406_G3P,P30043_BLVRB,P14618_KPYM,P04075_ALDOA,P10909_CLUS,P62937_PPIA,Q9ULG1_INO80,P30041_PRDX6,Q99880_H2B1L,P06576_ATPB,P07737_PROF1,P25705_ATPA,P30101_PDIA3,P13224_GP1BB,P68366_TBA4A,Q13201_MMRN1,P37802_TAGL2,P11142_HSP7C,P24158_PRTN3,P07195_LDHB,Q01518_CAP1,P19105_ML12A,P01857_IGHG1,P16157_ANK1,P67936_TPM4,P11021_GRP78,P06733_ENOA,P78417_GSTO1,Q9H4B7_TBB1,P16452_EPB42,P10809_CH60,P68363_TBA1B,P14770_GPIX,P06753_TPM3,P04004_VTNC,P27348_1433T,P23229_ITA6,P00747_PLMN,P16671_CD36,P04275_VWF,P01009_A1AT,P04083_ANXA1,Q9HBI1_PARVB,P00338_LDHA,P08670_VIME,P48735_IDHP,P01023_A2MG,P23528_COF1,O95810_SDPR,P16284_PECA1,P08697_A2AP,P27797_CALR,P55072_TERA,P49913_CAMP,Q13418_ILK,P07237_PDIA1,O00299_CLIC1,Q06830_PRDX1,P01834_IGKC,P00558_PGK1,P60174_TPIS,P68371_TBB4B,P08758_ANXA5,P02776_PLF4,P07900_HS90A,O75083_WDR1,P62258_1433E,P61158_ARP3,O15144_ARPC2,P14780_MMP9,P62987_RL40,Q15084_PDIA6,P00491_PNPH,P29401_TKT,P23284_PPIB,P31146_COR1A,Q14764_MVP,P04179_SODM,P61626_LYSC,P62826_RAN,Q04917_1433F,Q9H299_SH3L3,P30740_ILEU,P47756_CAPZB,O43707_ACTN4,P11171_41,O00194_RB27B,P52566_GDIR2,Q00610_CLH1,P02775_CXCL7,P27824_CALX,P06703_S10A6,P14625_ENPL,P61160_ARP2,P50990_TCPQ,P50395_GDIB,P11215_ITAM,P20160_CAP7,P26038_MOES,P19367_HXK1,O15511_ARPC5,Q13228_SBP1,P08567_PLEK,P08133_ANXA6,P0DMV9_HS71B,Q9H0U4_RAB1B,Q6UX06_OLFM4,P12429_ANXA3,P00734_THRB,P11169_GTR3,P24844_MYL9,P05164_PERM,P40926_MDHM,Q9Y6C2_EMIL1,Q93084_AT2A3,P13796_PLSL,P09493_TPM1,P07437_TBB5,Q71DI3_H32,P01008_ANT3,P62158_CALM,P12259_FA5,P61981_1433G,P31946_1433B,Q08722_CD47,Q14254_FLOT2,O75955_FLOT1,P50552_VASP,P05556_ITB1,P37837_TALDO,P51148_RAB5C,P07738_PMGE,P02647_APOA1,O00151_PDLI1,O75390_CISY,Q9Y624_JAM1,P43304_GPDM,P07384_CAN1,P02749_APOH,P59998_ARPC4,P04196_HRG,P51149_RAB7A,P07359_GP1BA,P02724_GLPA,P12931_SRC,Q12913_PTPRJ,P11166_GTR1,Q9ULV4_COR1C,P07355_ANXA2,P04792_HSPB1,P0CG06_LAC3,Q99497_PARK7,P52907_CAZA1,P01024_CO3,P50995_ANX11,P68104_EF1A1,Q15907_RB11B,Q562R1_ACTBL,P01137_TGFB1,P50991_TCPD,P04843_RPN1,Q13576_IQGA2,Q9NR31_SAR1A,P13798_ACPH,P10599_THIO,P55084_ECHB,P01876_IGHA1,P61604_CH10,P52209_6PGD,P06744_G6PI,P21980_TGM2,P16104_H2AX,P22061_PIMT,P13716_HEM2,O75368_SH3L1,P09496_CLCA,P51659_DHB4,P05141_ADT2,P60953_CDC42,O14618_CCS,P00450_CERU,P20073_ANXA7,P80188_NGAL,Q15833_STXB2,P23219_PGH1,O15145_ARPC3,P05107_ITB2,Q9NY65_TBA8,P30405_PPIF,P61204_ARF3,P30044_PRDX5,P26447_S10A4,P16109_LYAM3,P30049_ATPD,P30086_PEBP1,Q9NR12_PDLI7,P61586_RHOA,P07203_GPX1,P40925_MDHC,P38646_GRP75,P17301_ITA2,P04899_GNAI2,Q14766_LTBP1,Q13404_UB2V1,P17987_TCPA,P01871_IGHM,P30048_PRDX3,Q8TDY3_ACTT2,Q9NRW1_RAB6B,P49368_TCPG,P01011_AACT,Q14697_GANAB,Q15942_ZYX,Q99798_ACON,P31948_STIP1,P40939_ECHA,P78371_TCPB,Q99685_MGLL,P18054_LOX12,P24557_THAS,P35232_PHB,Q3ZCW2_LEGL,P08311_CATG,P60842_IF4A1,P00568_KAD1,P28676_GRAN,O75131_CPNE3,P48059_LIMS1,Q8IZP2_ST134,Q06323_PSME1,Q99832_TCPH,P80511_S10AC,P61026_RAB10,O00161_SNP23,P48643_TCPE,P63241_IF5A1,P11279_LAMP1,P00738_HPT,P11413_G6PD,P40227_TCPZ,Q9NZN3_EHD3,Q9Y277_VDAC3,P30046_DOPD,P11310_ACADM,Q9HDC9_APMAP,P23368_MAOM,P62873_GBB1,P10768_ESTD,P09211_GSTP1,P04632_CPNS1,Q05315_LEG10,P15814_IGLL1,P00387_NB5R3,P00492_HPRT,P30153_2AAA,P15531_NDKA,Q6XQN6_PNCB,P13489_RINI,P30040_ERP29,P30626_SORCN,Q16775_GLO2,P00441_SODC,P31930_QCR1,Q08495_DEMA,P31949_S10AB,P00505_AATM,P10412_H14,P35611_ADDA,P09382_LEG1,P69891_HBG1,P17213_BPI,P07741_APT,P41218_MNDA,P01892_1A02,P47755_CAZA2,P13645_K1C10,P29144_TPP2,Q31610_1B81,P04839_CY24B,Q9NZD4_AHSP,P99999_CYC,P28066_PSA5,P14543_NID1,O14818_PSA7,P18669_PGAM1,P15153_RAC2,P10153_RNAS2,Q16851_UGPA,P08575_PTPRC,P02654_APOC1,P48426_PI42A,P54920_SNAA,P62942_FKB1A,P25786_PSA1,P53004_BIEA,P28072_PSB6,P55209_NP1L1,P58546_MTPN,Q00013_EM55,P20645_MPRD,Q9BSJ8_ESYT1,Q5TDH0_DDI2,P35612_ADDB,P54725_RD23A,P49411_EFTU,P09960_LKHA4,P18859_ATP5J,Q9NQC3_RTN4,Q9UNF0_PACN2,Q9UM07_PADI4,P22392_NDKB,P48507_GSH0,P37235_HPCL1,Q07021_C1QBP,Q9BR76_COR1B,P22314_UBA1,Q9Y251_HPSE,P21291_CSRP1,O43488_ARK72,P21796_VDAC1,P31150_GDIA,Q86YW5_TRML1,P01859_IGHG2,P61088_UBE2N,Q14974_IMB1,P28289_TMOD1,P49748_ACADV,Q96G03_PGM2,Q07960_RHG01,O00233_PSMD9,Q05682_CALD1,Q9H2L5_RASF4,P02008_HBAZ,Q9BVK6_TMED9,Q96AP7_ESAM,P02743_SAMP,O94919_ENDD1,Q16762_THTR,Q9H4M9_EHD1,Q16891_MIC60,P60900_PSA6,P02787_TRFE,P09622_DLDH,Q13586_STIM1,P62136_PP1A,O43294_TGFI1,P69892_HBG2,P13804_ETFA,P45974_UBP5,Q15555_MARE2,Q13561_DCTN2,Q16181_SEPT7,Q13423_NNTM,P54819_KAD2,P07339_CATD,Q16836_HCDH,Q02161_RHD,Q9Y2Y8_PRG3,Q9NYL9_TMOD3,P19971_TYPH,P53634_CATC,O00429_DNM1L,P09105_HBAT,P14406_CX7A2,P35998_PRS7,Q99829_CPNE1,P02649_APOE,P48047_ATPO,Q9NTK5_OLA1,P54578_UBP14,Q9Y2Q3_GSTK1,Q16698_DECR,P37840_SYUA,O95197_RTN3,Q5H9K5_ZMAT1,Q92619_HMHA1,Q70J99_UN13D,P61421_VA0D1,P13667_PDIA4,P10644_KAP0,P25325_THTM,P08238_HS90B,O75608_LYPA1,Q15149_PLEC,O00264_PGRC1,Q13642_FHL1,P01623_KV305,P51452_DUS3,P38606_VATA,P04264_K2C1,Q92530_PSMF1,P02766_TTHY,P04844_RPN2,Q9NVA2_SEP11,Q9UFN0_NPS3A,Q9H9B4_SFXN1,P18085_ARF4,Q969X1_LFG3,P11216_PYGB,P00390_GSHR,P30084_ECHM,P14314_GLU2B,P16615_AT2A2,P29350_PTN6,Q14247_SRC8,P41240_CSK,P27338_AOFB,P31939_PUR9,P00352_AL1A1,Q13162_PRDX4,Q13630_FCL,Q7Z4W1_DCXR,P35613_BASI,P01614_KV201,P09104_ENOG,P22894_MMP8,Q8IZP0_ABI1,P63218_GBG5,Q14141_SEPT6,Q9UQ80_PA2G4,Q9H479_FN3K,P0C0L4_CO4A,Q99439_CNN2,P22695_QCR2,Q9H4G4_GAPR1,P11234_RALB,P26641_EF1G,Q08209_PP2BA,O43396_TXNL1,Q9Y696_CLIC4,Q9UNZ2_NSF1C,Q8NBM8_PCYXL,Q9NX63_MIC19,Q9BS40_LXN,O95831_AIFM1,Q71UI9_H2AV,Q9H3N1_TMX1,Q9BVC6_TM109,P05198_IF2A,Q8IWA5_CTL2,P23526_SAHH,P21281_VATB2,P41250_SYG,P19256_LFA3,P04080_CYTB,P17980_PRS6A,P45880_VDAC2,P63208_SKP1,P25788_PSA3,Q99536_VAT1,Q9Y230_RUVB2,P02763_A1AG1,P12318_FCG2A,Q99719_SEPT5,O95747_OXSR1,O60888_CUTA,O14744_ANM5,Q9UIB8_SLAF5,P08246_ELNE,Q13976_KGP1,P68036_UB2L3,P30685_1B35,Q9Y333_LSM2,Q08830_FGL1,O14672_ADA10,Q13200_PSMD2,P07225_PROS,Q86VP6_CAND1,Q99627_CSN8,Q9UJC5_SH3L2,P54577_SYYC,Q9Y613_FHOD1,Q15366_PCBP2,P42574_CASP3,Q9NT62_ATG3,P48506_GSH1,P31040_SDHA,P24534_EF1B,P07951_TPM2,Q7LDG7_GRP2,P01861_IGHG4,P61978_HNRPK,P40121_CAPG,P49720_PSB3,P05771_KPCB,P50148_GNAQ,P49327_FAS,O14745_NHRF1,Q02218_ODO1,Q9Y4L1_HYOU1,P29218_IMPA1,Q14847_LASP1,Q9BUL8_PDC10,Q96QK1_VPS35,P02792_FRIL,P61006_RAB8A,Q99733_NP1L4,P62191_PRS4,P06727_APOA4,P09525_ANXA4,P49721_PSB2,P35813_PPM1A,O60496_DOK2,P28065_PSB9,P25787_PSA2,O60234_GMFG,O95336_6PGL,Q14644_RASA3,P11586_C1TC,Q96C24_SYTL4,P23396_RS3,Q7KZF4_SND1,P41226_UBA7,P19823_ITIH2,Q15019_SEPT2,P68032_ACTC,Q99623_PHB2,O76003_GLRX3,P19086_GNAZ,P49407_ARRB1,P25815_S100P,P49755_TMEDA,P62333_PRS10,P30613_KPYR,P40306_PSB10,O75558_STX11,Q14624_ITIH4,P30042_ES1,O75340_PDCD6,Q16610_ECM1,Q9GZP4_PITH1,P63010_AP2B1,P02774_VTDB,P53396_ACLY,P28482_MK01,O95782_AP2A1,P46109_CRKL,Q99714_HCD2,P40197_GPV,O00160_MYO1F,P63098_CANB1,Q9C0C9_UBE2O,Q13464_ROCK1,Q9H7M9_GI24,P61225_RAP2B,Q04760_LGUL,Q15435_PP1R7,Q9UJZ1_STML2,P00403_COX2,Q15365_PCBP1,Class
s2,121216775.5,2965770.27,18940913.25,31976549.03,12457013.66,33362237.89,1813965.06,8899392.17,18671842.21,2682699.77,8289890.18,6941565.63,6111890.63,4889842.38,3883844.2,8526717.79,2907775.06,3790509.41,4151979.6,2963738.44,4973422.31,5122217.42,2058313.9,4530492.5,9935530.57,1658936.1,3211993.6,2653314.84,297039.06,4453427.25,1619515.85,1475048.95,3445053.65,2570157.21,2361657.33,3257170.93,5353711.98,2025378.16,2456324.54,1195866.42,1509586.75,2961850.03,3343075.22,2129717.23,1647841.78,1808370.55,1736716.97,1684848.48,1380469.12,1759565.04,1538205.63,2166183.4,1854147.61,1646639.3,2527150,1423613.46,1355601.68,348369.65,2184282.75,1503772.81,1320732.84,1579454.59,1860353.02,1446514.16,1738660.27,785186.34,1604002.03,614881.96,1398436.75,460102.86,1221805.23,789391.32,366660.16,1091486.35,293257.2,491436.01,918567.12,1192786.24,1240219.1,834109.97,813621.77,378056.96,854732.13,912333.79,951602.89,305090.69,980201.03,1257807.29,938987.13,815022.17,653683.33,762696.37,1401768.37,147960,1149590.27,1462826.85,864840.33,256689.88,360720,818670.21,613691.32,881025.02,472721.13,501479.09,676313.64,1063225.48,701073.9,1059576.71,598879.97,406704.96,678921.9,568467.48,476996.44,327186.45,1120899.13,739155.71,710924.39,523795.13,611111.26,493848.61,868470.78,510359.91,803676.42,512049.92,282254.97,356884.49,764709.92,478540.7,345748.5,854644.24,621047.3,430126.93,1167493.22,471245.4,603546.17,428391.38,593546.23,315144.02,455302.72,698610.91,498769.19,667071.89,243613.79,122766.72,203458.01,373977.77,279368.22,325357.69,394429.85,465204.69,486685.14,313587.04,417835.55,337889.17,226950.6,368470.37,256040.08,338884.13,653706.25,198267.83,541487.18,478699.7,366905.14,315854.36,424124.48,338167.47,578556.83,209079.22,126335.07,197421.6,438563.08,270651.12,486580.77,162559.65,261755.7,151982.92,275005.38,328525.33,439516.48,139171.79,239384.47,243478.08,298373.43,132699.86,359825.15,203827.3,946830.68,347046.78,66683.22,285580.29,324238.85,310897.76,209541.33,183216.53,369937.71,263961.98,288378.56,170614.31,386317.85,665863.91,363753.34,193429.08,256256.69,549021.02,274809.58,530781.12,243105.45,439970.93,460195.25,184039.81,290754.77,156581.12,247227.44,202853.11,424440.87,85329.21,699574.07,129547.1,211469.39,193952.7,176360.16,327777.71,209313.35,180490.69,399978.94,220114.69,227439.01,175745.67,189674.25,371128.79,185568.22,162181.49,173862.73,570344.04,148413.63,118349.44,143686.6,173028.12,399811.9,207756.04,170939.76,135580.8,797367.46,216295.56,228280.7,106102.46,120302.89,130486.34,128371.89,303624.18,60480.09,317957.06,186074.68,259321.69,94863.59,146034.69,191822.56,203233.64,256108.79,283316.85,108900.71,189804.03,90452.51,239789.9,366071,232385.7,119642.99,206381.9,146938.15,301047.25,649740.5,141606.06,318625.48,172172.44,289221.68,258617.37,86535.74,316819.25,163000.08,116891.1,147996.55,143749.96,328004.96,165734.28,143812.79,14796.36,29428.67,142514.32,221635.15,273826.29,249119.2,211193,266602.23,151385.02,240811.81,183885.31,159039.69,106145.28,180218.97,111493.92,63899.45,111157.97,155376.4,100937.91,53216.25,90316.39,219457.83,85416.05,100127.91,119194.9,35169.8,181890.67,95367.77,69415.27,199163.69,84805,160842.3,108123.67,167427.67,169948.98,149673.6,7371.61,108694.85,98914.73,62712.18,131355.73,78020.11,171281.91,201693.54,56742.32,159976.47,123731.29,124323.69,99989.07,88278.39,94462.35,181595.45,129809.81,169971.43,107515.7,161185.36,84597.07,108028.34,173462.39,116104.38,114397.5,252812.62,159731.17,100692.63,49751.89,143465.01,96290.2,243308.94,74195.49,39296.27,87508.65,48378.03,123567.42,179961.92,193849.94,63327.97,64090.01,104446.71,101669.36,133140.53,76959.22,46401.59,41727.64,38693.73,49834.81,44695.2,89383.62,37936.69,133031.82,32267.97,111117.61,118592.56,46600.57,5057.68,114384.43,82923.07,209063,53237.32,131865.69,79186.74,61614.36,50161.19,115221.34,34478.05,39046.59,35558.17,54074.29,7778.1,61336.96,71970.3,53619.76,73212.62,139898.15,53131.44,108831.73,23373.78,59252.92,52851.57,108684,109610.96,59719.54,39397.6,74750.99,150252.45,20486.03,10737.55,79510.5,74439.83,76825.52,80068.44,66981.78,67690.69,119307.2,33178.85,90278.03,49425.69,24750.87,15849.15,93722.53,43315.55,112279.72,53111.25,57811.17,57185.96,34387.99,32154.39,84799.94,57612.1,50480.09,70715.37,25689.98,53787.34,48205.27,59691.51,55991.55,60229.97,70772.33,41072.68,78637.6,27627.87,75939.52,54841.47,37717.38,33988.48,51276.55,78976.32,36697.8,560.22,34052.27,87776.97,20552.33,17995.78,63145.93,13737.6,25081.46,83148.01,25145.77,2981.42,71838.71,48472.67,115780.07,14406.26,39226.56,79462.67,40818.22,5473.16,55776.63,51072.04,67508.39,9798.63,48653.59,63522.52,32535.9,47944.77,92458.4,76437.84,23530.24,63825.69,52535.88,50115.63,88664.02,49995.77,60501.89,72668.09,75135.43,58385.58,49435.29,28321.11,20830.25,59239.13,56308.18,21126.7,38752.37,26191.38,36789.7,52779.95,11472.03,64924.87,18086.67,21542.63,38668.42,34680.51,49402.42,47647.19,21245.56,58090.69,17763.66,36309.4,20388.63,25817.78,23270.25,25758.55,30809.78,47922.57,24706.68,5536.29,40776.28,37046.25,16665.22,29156.77,15625.6,24853.02,29422.25,26238.03,13278.1,54559.14,26498.7,51750.14,24561.46,28634.62,99602.09,16472.81,32995.46,22330.63,48022.43,17377.12,41650.99,28689.97,47545.58,22918.18,19644.3,31378.33,14085.71,1044.86,4451.18,40478.69,13196.2,38437.12,1831.12,17681.32,23276.07,18954.09,25543.81,41444.28,1184.16,10644.96,22339.67,1646.38,8395.5,4107,19088.99,14244.91,20824.8,21020.27,13054.42,12912.66,27783.35,11214.6,4764.34,3988.79,7933.34,15184.19,1339.02,312.73,1481.94,15547.04,966.78,212.92,2131.68,452.37,N
s3,116222256.8,9327268.94,31550353.38,27949480.66,12975298.51,32590706.46,6226847.33,8457271.39,16922177.97,3586711.64,5314409.6,5103547.06,5919176.39,4949680.52,4536216.05,11303588.06,3078704.37,1741928.8,4092142,2943841.87,1885677.54,7391429.78,4378021.71,2013571.61,7110340.88,1856370.58,2809703.17,2908946.29,805605.36,6808529.42,2015989.68,2205090.4,5647047.05,2199909,1666883.12,2204943.23,5422100.69,1994400.3,2360427.56,1940571.94,1449068.94,4565857.55,2828805.96,2337841.7,1775973.4,1818620.48,1814811.34,1456511.45,1101210.9,895260.79,1274591.79,1128273.94,1700429.88,2055593.44,2155524.63,1526037.15,1096948.46,584291.31,3200875.82,740096.46,1108065.08,1248912.63,699037.84,1188323.68,2573883.82,992354.52,1296112.25,732323.29,663564.23,1664588.02,980378.4,582559.96,895490.48,649134.19,448462.96,1179407.59,675338.24,823223.24,884501.32,1023436.39,892022.6,739685.54,668728.12,1147673.74,482713.91,576553.85,625430.52,752382.9,647631.92,710718.42,815000.73,610322.97,1042854.88,167897.42,793884.38,798617.77,668189.64,308164.18,569106.31,788624.64,636485.54,752785.95,683708.16,615349.27,430440.39,784931.53,522227.64,811739.47,409028.8,734592.26,615985.04,103998.49,598083.77,531468.05,1122822.3,519367.34,492308.28,560896.61,547063.64,389125.22,1181432.79,393151.08,491073.37,735697.18,334760.92,371060.79,755763.66,492400.1,424316.12,770030.15,450904.31,573654.28,188538.78,333023.22,490432.77,469206.17,504792.96,295481.38,754121.62,614438.21,466737.3,586798.37,238484.14,114291.11,159640.11,306464.03,254686.88,363192.58,476711.86,290483.34,399806.71,297713.86,371005.14,439565.14,255567.39,307550.71,242878.15,295111.78,362302.5,166765.76,504197.61,523660.92,331615.47,239165.28,456855.58,425854.68,700644.47,438478.54,250719.01,223900.94,295577.87,354170.58,372238.69,154376.41,270812.96,275538.48,404273.77,132106.76,743532.26,92375.47,250814.29,298805.71,251565.09,433582.59,265333.94,205849.01,584683.83,270470.59,211288.23,217520.96,432265.87,238032.24,106129.95,236119.04,192851.74,257382.69,202572.98,276343.09,359724.32,350870.53,383661.42,335977.32,218982,260586.13,209470.01,749387.03,248446.05,342905.99,280904.39,217849.05,212008.76,146178,181842.44,228020.89,292087.16,358713.84,99833.05,145386.62,188675.79,203801.82,177285.7,405055.83,152473.72,215308.38,279460.01,204141.86,315293.82,304114.66,175897.79,301149.57,146180.13,119538.31,235214.1,249227.85,182795.33,107567.41,193754.5,138079.29,263826.88,156019.44,184193.6,141979.99,62799.25,211256.56,283711.49,529241.85,226330.86,127684.17,177791.4,157790.43,109627.58,228236.33,203370.8,128043.59,83266.81,182271.69,137181.28,241147.18,282161.86,372915.07,127047.88,146472.6,101831.68,197762.12,145110.45,223423.81,113035.65,113700.9,285479.96,220473.52,314550.95,204315.42,119955.56,185107.34,230321.34,88180.5,93093.53,258679.8,202327.34,131084.73,144379.57,152628.2,269818.8,61138.31,130732.78,168723.99,35256.92,79368.77,111820.94,194058.62,148948.38,175567.22,170535.61,87612.07,213574.63,192185.03,60502.93,121487.22,349517.9,160165.18,99792.06,156084.28,266149.5,148974.02,126684.42,74334.28,194841.21,187474.87,85222.71,137102.2,223646.12,192240.78,69423.24,107891.68,242268.02,91179.66,121148.3,44317.54,131368.69,115765.11,71802.69,81144.62,99134.84,149490.73,33941.92,122566.24,204210.3,109259.53,130581.65,220216.47,138259.04,115371.01,104450.91,187050.27,99785.98,63178.27,207792.14,206094.19,124501.26,95216.64,96199.25,99514.53,41577.68,60776.11,39378.57,112513.72,110168.81,101269.52,90123.05,133055.31,143253.04,67175.93,169409.47,84501.63,72922.46,101595.75,58125.77,110638.23,107642.17,110795,73052.32,87757.33,98895.06,87210.76,127793.75,56504.05,6044.3,47636.02,62006.2,78667.43,29015.47,48316.04,45301.72,61967.68,62376.09,82348.75,43811.29,72365.71,82480.99,71983.13,55712.48,174014.39,57812.23,106352.02,23130.46,101770.69,46095.2,98378.49,53138.06,106522.5,55840.87,65124.28,60464.71,48618.54,76548.66,76053.89,70295.61,108309.22,57701.71,120165.17,75739.36,45617.67,54132.31,97149.83,118404.39,60318.34,79790.92,132170.3,75854.68,12081.54,90124.65,24797.72,76448.5,69256.95,48844.08,117687.42,47316.07,46982.91,41559.47,14845.07,35383.75,44138.24,56858.88,73022.42,12732.37,80886.7,79472.14,44062.61,45906.45,44799.68,22814.46,40789.96,36773.61,56435.24,59106.98,24217.82,52019.87,31375.26,42027.39,44929.28,53142.69,30099.71,85978.25,128006.23,46490.48,80042.83,61661.72,39594.48,30443.87,53878.93,64625.68,20373.21,38252.15,25430.99,84111.67,79850.74,40390.84,28078.78,25423.56,41473.53,16383.95,40590.93,53636.22,45425.7,36009.94,60818.74,25962.99,20080.75,76170.3,52959.21,52613.34,38233.57,22033.44,48318.71,23451.63,2826.25,41958.48,33042.59,54684.01,29128.54,72719.71,21655.59,49169.75,34169.14,27311.09,61976.2,22998.38,27981.51,68381.91,72321.87,43146.24,35616.12,22190.27,19751.26,32521.34,62352.22,13528.58,21563.68,38417.92,5405.92,49133.94,37336.51,46945.28,71357.28,23800.75,18366.73,17808.78,38993.64,42735.2,9112.5,45089.85,9809.18,9716.51,13850.53,29598.51,1315.89,21344.65,27565.75,31885.07,6002.82,24787.93,33917.83,18255.79,26784.57,16959.71,24147.17,22561.78,17400.56,28765.32,86045.72,5041.46,36650.38,47981.53,10226.81,29190.21,27269.16,20637.17,13836.98,10814.37,28464.51,21172.56,30117.05,20335.93,29511.53,9350.37,25253.84,18846.95,6676.68,44061.82,7989.09,10679.54,13774.46,23372.42,16717.55,16605.29,11246.76,22138.81,36529.06,44442.75,3657.1,6335.78,4565.57,13506.53,9846.4,944.7,18018.47,17924.38,19156.39,19061.65,13953.88,7076.39,3355.47,6228.69,2412.89,3322.72,2782.71,17431.61,6499.32,3094.62,900.49,1557.68,9115.99,5889.57,1773.78,144.19,N
