Ca150,CUGBP,ESRP1,ESRP2,FBP11,Magoh,Nova1,nSR100,PRP8,PSF,PTB,Raver1,RBM17,RBM22,RBM3,RBM45,Sam68.tv1,Sc35,Sf3b.tv1,SF3b.tv2,SKIP,SND1,SRM160,SRSF1,SRSF3,SRSF4,SRSF5,SRSF6,SRSF9,SRSF10,Tia1,Tra2A,Tra2B,U1,U2,U4,U5,U6,U11,U12,U2af2,U6atac,Class
1.24894691894121,2.12212238865767,1.45331860963498,-0.462630007646222,-0.709185183863221,-0.526727327023399,0.247870705447505,-0.197998026386993,-1.15650777586426,-0.703026116780048,-0.828379802202738,-1.18743776704179,-0.0423704864135778,-1.04386263917189,-1.36586842520223,-1.47654010323834,-1.37101646797372,-1.43955074132556,-1.41890087571179,-1.12606761984447,-0.759964896225323,-0.914368047361633,-1.41666065677183,0.914522671851583,-0.270255184807974,-1.26494897353368,-0.628712262945463,-0.617257377231935,-1.04781366740494,-0.979544379259245,0.519875789782234,-1.33358572688017,-0.933824994491276,-1.07572218208099,-1.19414698293818,0.356015220835251,-1.14682015717407,-1.7734885787637,-1.90471350466323,-1.09211730540502,-0.647784901443572,0.71697023199424,N
-0.649647171276083,0.675241933701089,-0.887942002775812,3.72792515114705,2.30189410541396,1.04204476529121,-0.25611298175846,-1.04315822462742,0.933554861878055,1.31329899264519,1.32461596647624,1.13179603357811,1.26991600021989,1.22904353732655,1.46245375049998,1.54952322786085,1.05755030733075,1.07573883353092,0.847242375203244,1.93608627519144,-0.205726413686189,1.56893920248536,1.50863334717589,-1.04023606875299,1.69524343711858,1.61643849495703,0.863748773389146,1.79445403220185,1.42948953356962,1.11972151392999,1.19890707045729,1.28109812438594,1.40750564614558,1.93883526301764,0.162819658185137,0.568905313153767,1.24523745624801,0.36847948530472,0.025332148422232,0.7979953778601,1.95345427887904,0.679109944999632,N
0.562100986017027,-0.135583621454915,0.880177422930397,0.41345756761457,-0.317091449029207,0.625749406698229,-0.832474111143539,0.927796451244465,-0.584201717537367,-0.354828984558046,-0.559427936628888,-0.416149187695087,-0.584341481780918,-0.683179843078654,-0.528942497842488,-0.200292221170411,-0.223226478627224,-0.523685520335231,-0.0478851277736037,0.0387288158207204,-0.463307119467545,-0.277008360314496,-0.322491380668673,0.474409053398095,-0.119291971967601,-0.30798500365975,-0.113155153591662,-0.634252310263467,-0.690337456709106,-0.178652864619995,0.822296134240136,0.0433005238470665,-0.129699309192158,0.212896584902706,0.0390177194103792,0.0528208447891576,-0.12708786754012,-0.200414572696031,0.202333675767613,-0.116201352278818,-0.471074277311345,-0.673046451877129,N
0.130846952773096,-0.276096764668666,0.0868538530897709,-0.451544775005098,-0.683160997959555,-1.39930492777803,-0.689012159491954,-0.611868418684134,-1.37236636069478,-0.718369983428016,-1.08233184320288,-1.04210027683012,-0.555855990743431,-0.958044719107,-1.31315685669847,-1.17300196662873,-1.12173353667388,-1.32347785057661,-1.26243166532774,-1.39284032517169,-0.794117108758018,-1.15781308887018,-1.02584344577159,-0.0884126280500014,-1.30511820093286,-1.35999869351541,-1.31622861960199,-0.408819495216474,-1.39132731979341,-1.24605860319843,0.118077950300749,-1.23443543266841,-1.27018602955121,-1.22767936255054,-0.975245060383649,-1.09079477691668,-1.27727631969135,-0.959010978994074,-1.49250076132862,-0.282151113739744,-0.77487253464554,-0.499173000724108,N
-0.608900065431491,-1.22831259201626,-0.479763106859323,-1.36438946219236,-0.920862311683139,-1.65915810874459,-1.26923698663643,-0.81477976921308,-1.27703661117055,-0.745141303517771,-1.36481503887227,-1.32443068884649,-0.659058499921374,-1.15119828023619,-1.49007348592541,-1.38076826663391,-1.37049753323948,-1.37117837481499,-1.43327842437361,-1.72352250822392,-0.776230228482383,-1.36911400527807,-1.77308842528445,-0.32461359680896,-1.5513839024999,-1.08207072911576,-1.79803675702164,-0.881039020071013,-1.40861146804203,-1.66052703413343,-1.61129691181747,-1.70548222021988,-1.21961434942596,-1.48805491801403,-1.20026581658838,-1.24587515014797,-1.89687167695482,-1.43757809916342,-1.71534310014073,-1.35110737279553,-1.00992102292877,-1.65946096414798,N
1.49515861301237,0.554352267002121,1.18639547965536,0.177177418197134,-0.701193550853745,0.565891763925791,-1.15144310321742,-1.46004960616881,-0.56843401004806,-0.238029341751631,-0.234344469817191,-1.15244923948192,-0.232483310973624,-0.564467628026433,-0.0442235934974039,-0.178994547485708,-0.251504711911401,-0.415203570604935,-0.279943838744657,0.882206251701452,-0.602102330876789,0.0463370715109526,0.218215697632826,1.77438256957804,0.0933564436272466,0.209936162149642,0.283529186230182,-0.21800828110336,-0.202903845373882,-0.222885485644914,2.00191600486544,0.513622606706732,0.422110529093134,0.345000087142659,0.0743054666895814,0.365351484616757,-0.436992838171321,-0.339184727138889,0.241711714045207,1.96282755607482,-0.595138660888662,-0.385633612822797,N
-0.793276952348211,-0.851265822420948,-0.396638332813902,0.186076331166122,0.176401503070021,0.210653334654026,-0.541230220615649,-0.716186901578829,0.182380065701281,-0.000628587965666058,0.515925089207942,0.0975779635060765,-0.0301517445477867,0.125675282988146,0.469683633716103,0.539397980621214,0.397363617868386,0.355651893945542,0.822322738500544,0.256154106055852,-0.222852086097255,0.937131927406163,0.339988408849594,-0.366023338086765,0.532214391912451,0.540512404498814,-0.127056668991507,-0.203470141958765,0.534351479693219,0.605200672871862,-0.390309159106615,0.258724210390553,0.72244099310322,0.524656965174375,0.497547273561795,0.119938056341662,0.480096131303225,0.189357202717887,-0.0998594725546172,0.169556388598859,-0.0855525654186376,0.157295406690452,N
0.341357212748263,-1.50780287405499,0.194795601958744,-0.726413443054616,-0.92086289232394,-1.64154800645095,-1.30343351892295,-1.46004761324194,-1.3575364903157,-0.742590670397591,-1.43729271101373,-0.49331416970777,-0.640866703845749,-1.11358829315048,-1.24531712297323,-1.49146986986127,-1.43426995571233,-1.40171333478694,-1.57958984431722,-1.41855396991087,-0.791391597092298,-1.26813500190983,-1.47591775752826,0.510345292756845,-1.52322058994688,-1.60537878470436,-1.23509997562938,-0.933421703093952,-1.40591793010907,-1.32151708577597,0.776647983113307,-1.44338608121854,-1.29810589285788,-1.14048843081037,-2.1073453127169,-2.13665272945568,-1.45556141641787,-1.93371186649756,-1.43980066847085,-0.977444447313798,-1.03067099679497,-1.8109298167732,N
1.49128923711675,-0.185585646780884,1.35175322407,-0.172856947851917,-0.886177509991131,-0.846731187289388,-1.15525727483971,-0.426719152709515,-1.02968912513906,-0.733687605648884,-0.589658582745135,-1.04144650450649,-0.507531287107445,-0.915939791198029,-0.764251554196103,-1.07341255014417,-0.88681688943839,-0.599233788929044,-0.944488026118255,-0.654593625540423,-0.73307009357562,-0.863086210846146,-0.736443217249555,1.96377106902839,-1.0975513221816,-0.977581204251782,-0.624951588780926,-0.732482517059151,-0.910214058724722,-0.506331929362333,0.476907406769599,-1.0959367912434,-1.0604674929695,-1.17271763778466,-0.617300174839442,0.094125322122781,-1.34239809348962,-0.430506420903365,-0.237450463990413,0.671052432737059,-0.844553287910571,-0.436699762022049,N
-0.0827484431030087,-1.24044130755594,-0.0387994234760445,-0.12496562343133,0.00905166555228214,-0.895098225099152,-0.9769360142781,-1.1441685721555,0.355974635481475,1.78307527979519,-0.0446476546824381,-0.53331143970555,-0.441078982278274,-0.478961207054462,-0.696604530170954,0.056675801412445,-0.431912828897653,-0.499444203582901,0.669346820661228,-0.146303095688316,-0.0240228709446884,0.0622820487062667,-0.938420868011883,-0.199442982969458,-0.484253375753788,-0.11669682180562,-0.702870208529459,-0.660930857360836,-0.508291479749101,-0.239548343163595,-0.539470217485629,-0.36874549990552,-0.151645069275072,0.507195676714851,-0.196367569602253,-0.357485235696436,-0.123874105246599,-0.574230990700429,-0.534102786999748,-0.259680592656863,-0.670847384394355,0.150583871209255,N
