Index	Var	Importance
19	CUGBPMon	0.72304131054131
34	SND1Mono	0.693055555555556
11	U2AF1Mono	0.67752849002849
35	SRM160Mono	0.673967236467236
29	RBM3Mono	0.673397435897436
23	NOVA1Mono	0.664138176638177
16	U6Mono	0.654985754985755
1	CA150Mono	0.63272792022792
28	RBM17Mono	0.631232193732194
26	PTBMono	0.630519943019943
17	U6atacMono	0.626317663817664
3	PRP8Mono	0.625178062678063
38	SRSF3Mono	0.607514245014245
4	RBM22Mono	0.604024216524217
42	SRFSF9Mono	0.601602564102564
43	TIA1Mono	0.594764957264957
20	ESRP2Mono	0.56207264957265
18	CELF4Mono	0.547827635327635
39	SRSF4Mono	0.494123931623932
5	SF3BTV1Mono	0.493126780626781
9	U12Mono	0.492058404558405
41	SRSF6Mono	0.491346153846154
6	SF3BTV2Mono	0.488425925925926
12	UA2F2Mono	0.48707264957265
33	SKIPMono	0.485292022792023
31	SAM68TV1Mono	0.484081196581197
14	U4ataMono	0.460648148148148
40	SRSF5Mono	0.458582621082621
7	U1Mono	0.458155270655271
10	U2Mono	0.456944444444444
32	SC35Mono	0.452029914529915
22	MAGOHMono	0.443910256410256
36	SRSF1Mono	0.436858974358974
21	ESRP1Mono	0.433297720797721
24	nSR100Mono	0.418055555555556
37	SRSF10Mono	0.418055555555556
8	U11Mono	0.39284188034188
44	TRA2AMono	0.390633903133903
30	RBM45Mono	0.378240740740741
45	TRA2BMono	0.37781339031339
13	U4Mono	0.376175213675214
27	RAVER1Mono	0.354736467236467
15	U5Mono	0.35252849002849
2	FBP11Mono	0.301317663817664
25	PSFMono	0.299750712250712
