lambda,NumVars,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.00105918051765198,1,0.545720538720539,0.651212121212121,0.442962962962963,0.134526171822079,0.166749955440484,0.162219947848785
0.0112259674456287,2,0.553838383838384,0.618484848484849,0.464074074074074,0.129487977659545,0.181103349230483,0.152506609459276
2.31575893949048e-05,3,0.578942760942761,0.628484848484848,0.518888888888889,0.12594307381362,0.166822573607053,0.148445901293698
0.0313645037068827,3,0.578942760942761,0.628484848484848,0.518888888888889,0.12594307381362,0.166822573607053,0.148445901293698
5.26529576293615e-05,6,0.680882154882155,0.661212121212121,0.626296296296296,0.140712362613023,0.170459177923816,0.141616386038708
7.31646771915697,6,0.664272727272727,0.651212121212121,0.601481481481482,0.134841864565098,0.168805221518226,0.127079830748234
3.3898447301426e-05,7,0.705892255892256,0.677575757575758,0.651481481481481,0.144795928330252,0.175464750841526,0.14382369810766
1.55535585527091e-05,10,0.772397306397306,0.673333333333333,0.764074074074074,0.103607666240148,0.135702332393382,0.128378011606566
1.92568252540798,11,0.768828282828283,0.686363636363636,0.745925925925926,0.100941643817361,0.120338413290639,0.125121765582596
0.000226417786285434,13,0.765107744107744,0.67969696969697,0.734814814814815,0.0957095154983155,0.133024602196694,0.130092586911368
0.000265080746188875,14,0.759050505050505,0.67,0.731111111111111,0.0995281487503334,0.143643704427314,0.136781716517983
0.0144391117374292,14,0.759383838383838,0.67,0.731111111111111,0.0997558011418371,0.143643704427314,0.136781716517983
6.5197836122983,14,0.754643097643098,0.68969696969697,0.717037037037037,0.100895356224376,0.132918514976073,0.129764935770083
0.131504951854058,16,0.748959595959596,0.663636363636364,0.717037037037037,0.0960472940660092,0.148441125501314,0.12851224308476
2.32277826057427,17,0.746400673400673,0.66030303030303,0.713703703703704,0.0994965583708774,0.139135533508574,0.127579667622815
