threshold,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.132847221102897,0.72320202020202,0.722424242424242,0.641111111111111,0.125305718836835,0.165725661185405,0.118531887815553
0.138472400119713,0.72320202020202,0.722424242424242,0.641111111111111,0.125305718836835,0.165725661185405,0.118531887815553
0.166307492751324,0.72283164983165,0.722424242424242,0.641111111111111,0.126002676282528,0.165725661185405,0.118531887815553
0.391733347804172,0.719474747474747,0.735757575757576,0.627037037037037,0.123338958379963,0.15682321709845,0.115458378433791
0.615732055678694,0.713821548821549,0.745454545454545,0.572962962962963,0.121806600033341,0.15197005899708,0.109127244530382
0.684914888250851,0.708673400673401,0.755454545454545,0.561851851851852,0.120492227532008,0.162891897603687,0.116010133485734
0.71072501961541,0.708198653198653,0.758787878787879,0.554444444444444,0.120699899034319,0.164846333503695,0.119789442063857
0.768502160837056,0.70430303030303,0.772121212121212,0.535925925925926,0.121505171120852,0.173770703063777,0.123407120702354
1.06767119573285,0.671195286195286,0.841212121212121,0.328888888888889,0.137815767729589,0.145410129059615,0.122816389275496
1.16671456807892,0.662774410774411,0.870606060606061,0.234444444444444,0.140793134970845,0.141937963508511,0.152469385714795
1.20784627031605,0.66189898989899,0.883939393939394,0.199259259259259,0.141412856141843,0.126276516129072,0.156181917194955
1.21229492001832,0.661498316498316,0.89030303030303,0.177777777777778,0.142522313906338,0.124188636826649,0.150577149912518
1.31072131789079,0.65316835016835,0.923333333333333,0.0725925925925926,0.149476044168149,0.100630198159445,0.103770276023025
1.42859131735622,0.636952861952862,0.976666666666667,0.00740740740740741,0.157947658557914,0.0678910553924363,0.0281897924113847
1.45897424084666,0.635333333333333,0.99,0.0037037037037037,0.161667227651566,0.0402577899936449,0.0202860206483395
