alphas,nsteps,scale,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.0787744652712718,7,1.3917917147628,0.808548821548822,0.606060606060606,0.847407407407407,0.0848658093943998,0.191547422647805,0.127821359661872
0.104704002384096,3,3.49562805268215,0.820895622895623,0.576060606060606,0.876296296296296,0.0890441107489994,0.192795329164034,0.119054503237066
0.129526970908046,5,0.407905182568356,0.805350168350168,0.602424242424242,0.843703703703704,0.0916566633989786,0.199984800410367,0.128816644217447
0.158213415718637,4,1.66306156321662,0.818400673400673,0.609393939393939,0.84037037037037,0.0909937802951595,0.197613047874919,0.12524929022837
0.253236580989324,8,1.96720585407456,0.818030303030303,0.609393939393939,0.84037037037037,0.0909066904362049,0.197613047874919,0.12524929022837
0.263506727665663,9,3.09675752278417,0.817117845117845,0.602424242424242,0.850740740740741,0.0904923601177403,0.192654113596137,0.124471922709774
0.353745497576892,2,3.43925305269659,0.815414141414141,0.582424242424242,0.846666666666667,0.0851576345397878,0.191838806975255,0.126093345247177
0.507533566770144,2,1.27656726172427,0.818215488215488,0.609393939393939,0.833333333333333,0.0916250046455544,0.197613047874919,0.124994678473358
0.523931071581319,9,3.63775331765646,0.815821548821549,0.576060606060606,0.847037037037037,0.0893757662893636,0.187352804703391,0.122158929391526
0.574465762986802,3,0.415551504760515,0.812114478114478,0.6,0.83,0.100210478083359,0.196419938520772,0.12786187470795
0.667841315991245,10,3.41812984121498,0.814713804713805,0.582424242424242,0.846666666666667,0.0914832610493544,0.188209504321279,0.126093345247177
0.842687703412957,7,1.61654155619908,0.817474747474747,0.609393939393939,0.833333333333333,0.090371801322495,0.197613047874919,0.124994678473358
0.854901162907481,10,1.60900642169872,0.817474747474747,0.609393939393939,0.833333333333333,0.090371801322495,0.197613047874919,0.124994678473358
0.92213497729972,9,3.15777846763376,0.819713804713805,0.605757575757576,0.846666666666667,0.0933630333404011,0.195248244750087,0.126093345247177
0.929645219119266,4,3.92201398796169,0.816781144781145,0.566060606060606,0.854444444444444,0.0906446198825593,0.175240474492757,0.121062066065023
