alpha,lambda,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.0468211146071553,1.69854528920661,0.763814814814815,0.953636363636364,0.120740740740741,0.129596809827807,0.0774099832072226,0.110022766842973
0.0612426560837775,1.47266032005946,0.765959595959596,0.976969696969697,0.07,0.129039731614975,0.0499491524486755,0.0741146121514175
0.0623173674102873,4.62155708571182,0.5,1,0,0,0,0
0.0852424530312419,0.00138907869956492,0.767973063973064,0.762727272727273,0.68037037037037,0.123970932152026,0.101831335916979,0.183960574128888
0.116146998479962,0.0211905452997601,0.781599326599327,0.776060606060606,0.69962962962963,0.120169075691446,0.115251427809139,0.172737046198188
0.123443933436647,0.607861713804734,0.774858585858586,0.884848484848485,0.485925925925926,0.12934244346984,0.0903220334440487,0.158428138138025
0.163290884811431,1.49762652989643,0.5,1,0,0,0,0
0.1685457713902,0.00863390537771363,0.777178451178451,0.766060606060606,0.691481481481481,0.122388345449649,0.104690054921688,0.176833780411739
0.191550883930176,2.2431277723922,0.5,1,0,0,0,0
0.476460104109719,0.4222365392485,0.533333333333333,1,0.0037037037037037,0.102584731199878,0,0.0202860206483395
0.731769586214796,0.121725964750795,0.795592592592593,0.854848484848485,0.644444444444444,0.108557205791995,0.0855633048091094,0.174710122990487
0.789235890144482,0.205388900768141,0.806575757575758,0.993636363636364,0.0333333333333333,0.136168603771807,0.0242469953893044,0.101709525543122
0.898104210151359,0.00556233113360813,0.784851851851852,0.772727272727273,0.713333333333333,0.118521838423758,0.0965048943958194,0.16396014426048
0.910885587101802,0.976288722514241,0.5,1,0,0,0,0
0.977004911983386,0.00146551114744455,0.770841750841751,0.762727272727273,0.680740740740741,0.124599646547283,0.101831335916979,0.178826726624527
