degree,nprune,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
1,2,0.851545454545454,0.851515151515152,0.792962962962963,0.089442270278801,0.119329687955941,0.135627872592762
1,3,0.857732323232323,0.851515151515152,0.778148148148148,0.0795353162337202,0.119329687955941,0.126803157399768
1,4,0.842841750841751,0.828181818181818,0.763333333333333,0.0877442268548785,0.131140295655018,0.122523140532485
1,5,0.833900673400673,0.824848484848485,0.773703703703704,0.0941269608320842,0.135702332393382,0.1241568698796
1,7,0.832649831649832,0.817878787878788,0.773703703703704,0.0986479663845883,0.126565057514324,0.14523753193985
2,7,0.820414141414141,0.809090909090909,0.723333333333333,0.0991493514215965,0.121052664185519,0.133248695997747
2,9,0.820777777777778,0.796363636363636,0.752222222222222,0.0951552168974545,0.132615145664076,0.140580502987964
1,10,0.820498316498317,0.805151515151515,0.754444444444444,0.0897902313465124,0.129551549839188,0.124255124190561
2,11,0.809383838383838,0.796060606060606,0.737777777777778,0.103988801864636,0.126208793818512,0.138704091619276
1,14,0.808481481481481,0.798484848484848,0.761851851851852,0.0936575040596749,0.137395953189616,0.118479200055326
2,17,0.803077441077441,0.78969696969697,0.748888888888889,0.103700535912812,0.167827438778054,0.14359016462403
2,19,0.796814814814815,0.77969696969697,0.745185185185185,0.103029684037088,0.169952692080354,0.144250778904024
2,20,0.796814814814815,0.77969696969697,0.745185185185185,0.103029684037088,0.169952692080354,0.144250778904024
1,22,0.812555555555556,0.798484848484848,0.765555555555556,0.0943407647316842,0.137395953189616,0.117130077637092
