Index	Var	Importance
22	NOVA1Mono	0.684090909090909
18	CUGBPMon	0.648560606060606
43	TRA2AMono	0.642348484848485
13	U4Mono	0.63969696969697
26	RAVER1Mono	0.638409090909091
2	FBP11Mono	0.636515151515151
31	SC35Mono	0.621363636363636
16	U6Mono	0.609393939393939
24	PSFMono	0.592651515151515
6	SF3BTV2Mono	0.581742424242424
3	PRP8Mono	0.576590909090909
44	TRA2BMono	0.575530303030303
1	CA150Mono	0.551818181818182
34	SRM160Mono	0.544924242424242
30	SAM68TV1Mono	0.541439393939394
41	SRFSF9Mono	0.538181818181818
37	SRSF3Mono	0.525681818181818
25	PTBMono	0.521212121212121
15	U5Mono	0.510227272727273
21	MAGOHMono	0.509848484848485
42	TIA1Mono	0.505984848484848
7	U1Mono	0.503030303030303
36	SRSF10Mono	0.501136363636364
38	SRSF4Mono	0.495075757575758
32	SKIPMono	0.48719696969697
39	SRSF5Mono	0.486818181818182
33	SND1Mono	0.486060606060606
19	ESRP2Mono	0.484545454545455
5	SF3BTV1Mono	0.483257575757576
35	SRSF1Mono	0.473560606060606
8	U11Mono	0.470151515151515
12	UA2F2Mono	0.468712121212121
28	RBM3Mono	0.461439393939394
29	RBM45Mono	0.45969696969697
27	RBM17Mono	0.453939393939394
23	nSR100Mono	0.452727272727273
17	U6atacMono	0.445984848484848
9	U12Mono	0.41219696969697
20	ESRP1Mono	0.403939393939394
40	SRSF6Mono	0.399090909090909
4	RBM22Mono	0.39780303030303
11	U2AF1Mono	0.365757575757576
10	U2Mono	0.361136363636364
14	U4ataMono	0.350530303030303
