CA150,CELF4,CUGBP,ESRP1,ESRP2,FBP11,MAGOH,NOVA1,nSR100,PRP8,PSF,PTB,RAVER1,RBM17,RBM22,RBM3,RBM45,SAM68TV1,SC35,SF3BTV1,SF3BTV2,SKIP,SND1,SRM160,SRSF1,SRSF10,SRSF3,SRSF4,SRSF5,SRSF6,SRSF9,TIA1,TRA2A,TRA2B,U1,U11,U12,U2,U2AF1,U2AF2,U4,U4ATAC,U5,U6,U6ATAC,Class
,,2467041819,1760219215,,,,196608596.1,,,,,,,,,,,,,,,191378160.7,769284139.8,1795760465,3485431.868,,,217653729.3,,,,,,,,,1822289.197,32838943.42,,24065916.16,2675920.688,,58890770.4,219416101.3,IV
8712626.443,730725.4271,4748423.832,34543.61783,6994.045005,9834332.682,2170876.983,61049313.92,803756.1717,23018674.9,7665.076568,9875760.357,2823817.556,5679699.68,12923984.52,15134180.24,3079242.638,32131575.07,820004.9325,246507.0672,5217909.587,32342.33746,11017020.08,7838476.555,13889.15277,11292277.58,40502813.11,7190406.007,26084678.4,1674394.923,38274005.39,4694281.426,10762168.33,13834692.79,60516792.9,34912924.64,3153.246809,31611080.74,4969325.362,4025943.952,648488562,153254.7333,15732648.8,63793336.13,238855.1809,IV
3501506.837,,8819943.897,17872608.28,,359388.7146,1816736.806,142434166.9,310163.7382,704618.1986,14457.95102,604219.5656,34019.4122,101236456.9,4459421.883,36446579.47,1908626.805,2011128.769,70038.73048,8131.946122,425672.8156,1186.026139,1065777.719,1726263.742,899417.368,27061161.07,144100805.7,372464.5181,4614776.412,1081545.884,65266028.55,448388.197,16516929.55,999561.0549,3623005.451,309861812.4,26242.46412,299734017.9,27606837.89,160614.7985,54287068.94,6919102.642,3001658.694,935306209.3,17134829.4,IV
8172816.683,28936.99446,4426807.632,746907.8185,56856.24331,5704825.91,769878.7042,54751915.11,336505.8927,16995369.44,160.2559912,5364210.289,850894.3154,9251307.361,10180284.58,7378265.301,1221475.217,21920511.03,383790.883,147749.8823,4584960.417,10748.71832,4907006.593,7644763.886,234643.0553,9661059.76,19261747.96,6956785.209,21181001.89,1480817.685,24178688.99,1524032.446,9484476.428,5318324.677,22182075.99,9294946.936,10.39679176,9436037.235,3687065.09,2743073.167,18374220.66,16280.56116,17986761.18,15059489.2,44964.61795,IV
8637018.953,399.6557066,10124603.01,6149815.241,,1827997.48,448222.4211,40101451.21,59006.80204,6481766.08,182.7851953,3962589.936,229307.6643,3211309.074,6188601.124,12689115.39,500544.2857,9569066.646,174325.4091,13654.7406,3851376.648,2139.649729,6497215.776,7815074.859,826265.091,4042892.406,20930806.6,2386019.924,19993494.84,386645.3706,27497276.81,610259.3763,4549690.144,3732787.569,9100093.531,98473574.72,3064.180921,1285494958,2710869.464,1056218.323,578628276,1177137.52,4283145.629,57668795.85,207951.6709,IV
5177812.359,77663.44617,3035081.157,401840.6435,2131.039344,3901934.364,1147476.789,47861020.2,132880.3651,8574965.708,,5491992.642,509025.4559,5906300.41,6996344.587,16678642.2,2348116.869,23307520.19,199101.3817,727.8589921,3075601.541,30.63453736,5982828.742,4226950.243,15443.57228,3183087.435,67598714.19,3018528.297,19972941.19,398259.3696,49349755.29,5937694.428,5602965.82,9459834.146,51030160.62,36168304.27,522.8400237,63492193.75,3100895.241,1858711.869,887551178.9,3046099.201,4564230.972,50239260.73,275936.8752,IV
5436652.995,196028.9965,2190452.272,30642.39504,973.0062912,5002146.293,870286.0888,48863909.45,298265.2178,9128534.082,5693.662685,6356011.175,1222592.505,3448545.24,5962099.556,8214472.558,1469772.01,18297843.64,677996.7118,86377.65637,3322039.032,5953.173412,4722618.628,3631760.213,8210.283976,5124611.049,31101746.2,2411513.649,8952391.994,475211.9602,29443015.83,5098483.047,5599130.082,11107129.24,35245870.68,10103028.77,44131.74625,13790379.76,3680436.94,2086587.102,278927940.8,33154.91413,2826616.167,5238280.896,34720.98715,IV
9105741.867,898121.9732,3275025.249,78863.26218,869.7145042,5966227.706,1336150.125,44756237.16,547738.706,10080909.45,12869.14509,5493155.62,1251527.009,6946335.23,7890913.813,7929170.986,2128790.415,24197542.41,653979.0562,267682.2606,4077757.688,13142.17613,6180153.057,7703003.829,23920.43464,6565073.413,35864777.14,4900141.13,17148767.58,417321.1518,41238035.4,3478994.413,9300705.755,10204929.92,35749927.37,14075158.38,401.5255122,46483303.43,3613538.275,3278028.436,679090568.9,44050.69256,5815754.84,20141494.36,96088.15432,IV
3989084.923,2390.374614,2158440.828,40361.94973,2314.97182,6073646.444,888083.3675,30820565.63,12261.93828,9719304.432,1190.53674,4040627.663,571894.4224,2689971.24,8410310.189,10595001.78,1386491.864,11116555.02,761458.4209,60341.04792,3734530.613,3784.636311,6161656.2,5536562.766,6585.991915,6076102.065,39257889.64,2174047.765,6615170.971,323879.8131,20299015.25,5501475.146,5133845.099,8747848.322,8984274.312,24674587.52,3374.240235,25325523.28,2433891.257,1350726.601,380146914.4,293379.4431,2951380.062,20875207.03,65555.34776,IV
8543106.56,3110247.626,3110513.516,109536.4472,6239.097295,6080705.642,1151115.381,22518159.22,3205294.384,13734374.73,2248.917477,2033586.103,538478.9261,6985227.089,6533677.498,8663534.037,1892270.412,19129423.54,647928.5722,153811.4853,5304743.428,15541.82269,5955718.442,6050180.685,5503.594052,4994747.767,26833354.7,2818826.076,22683608.19,280956.5992,20525720.56,4278962.979,7577670.442,8139316.585,38840182.64,12377224.81,903.9352454,10673599.17,2102107.857,2627561.864,909131946.9,37072.04498,2463974.369,20240578.97,96586.99196,IV
