CA150,CELF4,CUGBP,ESRP1,ESRP2,FBP11,MAGOH,NOVA1,nSR100,PRP8,PSF,PTB,RAVER1,RBM17,RBM22,RBM3,RBM45,SAM68TV1,SC35,SF3BTV1,SF3BTV2,SKIP,SND1,SRM160,SRSF1,SRSF10,SRSF3,SRSF4,SRSF5,SRSF6,SRSF9,TIA1,TRA2A,TRA2B,U1,U11,U12,U2,U2AF1,U2AF2,U4,U4ATAC,U5,U6,U6ATAC,Class
0.0461462443435471,0.358719046340245,0.00157834627431368,0.00101769337839918,0.0655796594168285,0.239266151052554,0.0738181701577566,0.123247498665346,0.413341179963154,0.17541928640622,0.0343722373618962,0.0413153022022729,0.049022506105927,0.00272347310667495,0,0.124546750687896,0.226328771223162,0.00356801456604001,0.400718730305008,0.00785240547441874,0.202672812374798,0.25183337121601,0.0492140706186426,0.166051941514463,0.0137758732714126,0.219063417313923,0,0.0346885955335391,0.130906065636981,0.334343051420525,0.0162677913692583,0.172092768155086,0.0138296079548935,0.0861664341074329,0.127498387379293,0.131189393606064,0.142858246805834,0.00759396787930484,0.0101690241157005,0.0240853663861114,0.743115737359241,0.0374068436619569,0.130867194161577,0.185436815133079,0.146210699041975,B
0.0931551792598035,0.0307318132647471,0.286817615740746,0.00194086902384333,0.0655796594168285,0.825307783435215,0.396001324961064,0.110967316889422,0.0686930742333777,1,0,0.285636036981285,0.657045915198167,0.0704736652988925,0.0499283040714951,0.27117544823559,0,0.0309604249826775,0.392153491314773,0.000660310189204809,0.197714133750871,0.0732312663293387,0.0437830871941958,0.851798866056267,0.0137758732714126,0.525596889888988,0.157295369407646,0.44580769195001,0.199471719303226,0.0137494587950282,0.0691604832093809,0.128296733400106,0.561955399826066,0.707029818109673,0.0514265812797716,0.138040045919065,0.0108995443699572,0.00759396787930484,0.198102730106248,0.10202472945433,0.193079718243411,0.0176621737125808,0.353592737379026,0.173799251102584,0.109560123412244,B
0.0568704681442665,0.19334492473425,0,0.00194086902384333,0.062613180634377,0.293300652022586,0.0220355159565265,0.0830262282154905,0.512443798676953,0.163627774244842,0.0148480387499648,0.305382254226111,0.271557171881572,0.0100136987206889,0.0125522187125523,0.467548781454165,0.389703800785786,0.0309604249826775,0.178781797497225,0,0.264300432428783,0,0.0594846354314476,0.240956459634208,0.00330015205544142,0,0.0189549880833098,0.0571727683621221,0.471943578790544,0.221861234478269,0.0178503837762851,0.197458054643672,0.326022332138457,0.0191405026622489,0.275040995831075,0.0351059257867016,0.145423406541724,0.0489807338404475,0.110268423263648,0.0707922278060037,0.313803197538027,0.0330048054543153,0.367678776462425,0.0335659678459598,0.0986585832463984,B
0.0737778785629817,0.104792514528269,0.147383589058567,0.00294913554993686,0.171746302729282,0.703872509595337,0.857411853218301,0.087315998030577,0.271797902983204,0.734531865343328,0.0313491543124922,0.285636036981285,0.782144292373692,0.0288725913523408,0.0125522187125523,0.918002530192855,1,0.0443952549379812,0.392153491314773,0.000660310189204809,0.423878442357554,0.250857665170894,0.0492140706186426,0.68237140587457,0.020142855177521,1,0.603806529213143,0.45156334883825,0.690753577126913,0.565130307568352,0.0399967128920813,0.172092768155086,0.373615873601397,0.781694504730172,0.127498387379293,0.00510226857017879,0,0.00731226822822454,0.170773313538129,0.10570967921382,0.000250750078038944,0.00482331283313855,0.353592737379026,0.0146076240533987,0.109560123412244,B
0.0695923822181308,0.716326801561206,0.203917026563121,0.00998370053251583,0.0335603250967985,0.32143819275762,0.522596176982312,0.342722928974177,0.81940316712816,0.447894135717113,0.0380382359264255,0.160908405752739,0.116777097746064,0.00821431684613423,0.268037452703555,0.204932345707333,0.237822239463332,0.0284612559440416,1,0.614463324555912,0.469742346439035,0.667043441334432,0.00525250017835535,0.28402171692792,0.0220686439589238,0.486359317514115,0.096685195260501,0.0349828320939381,0.191173766133663,0.154981716986863,0.0133966902018069,0.349225553388927,0.298888008543768,0.464231201632863,0.15158805400754,0.21156007635627,0.246838079783534,0.0891433630333317,0.0247449146384147,0.022803759500081,1,0.0115527749494104,0.231544367331937,0.289913692512505,0.124920217479755,C
0.384684258973923,0.0153849678397556,0.0850679366256319,0.14940025958546,0.100050155696251,0.593312724816929,0.154590389595508,0.0310992726626543,0,0.518089192113994,0.0239024004387524,0.27423937338211,0.377683124960745,0.079853259314455,0.0950055541433089,0,0.0740475322867667,0.178685663258092,0,0.41720172824649,0,0.735392951273826,0.123858899011034,0.851295891425983,1,0.138834858848828,0.130852755789059,0.273181262932669,0.146780182545221,0.678951012458246,0.163651153554638,0.153089172396745,0.325076858796715,0,0,0.105590711172843,0.125456242291063,0.0290253041771325,0.401418180679687,0.170155392374538,0.00219521922046967,0.101840848579208,0,0.179494382934917,0.231848515785952,C
0.021646517274644,0.219399835159185,0.128758893808516,0.00274102327382784,0.166539986295704,0.660710776714651,0.25993010552126,0.0473571663175752,0.189068181964921,0.273474357031017,0.00976656495107932,0.202193513847786,0.173060462570757,0.00960364753211724,0.422060655658724,0.558767041001156,0.284496847001415,0.0530809249879229,0.457966644673453,0.219940131937068,0.320557652053905,0.80374246121322,0,0.311281799951184,0.00961476343124267,0.121984641323006,0.201104369759081,0.104385295768227,0.138040093331883,0,0.00788338890156513,0.410218115247638,0.180373784966483,0.39583459801493,0.28414826990817,0,0.00407440479859126,0.014117577239979,0,0.0232496910060374,0.105055601608088,0,0.107097339529536,0,0.00140113075167596,C
0.136091808331456,1,0.0495073768255299,0.0309634983408071,0.125146974970368,0.176369436703599,1,0.253012147805771,0.353246193262798,0,1,0.26894324600413,0.158409984277531,0.0209430654501465,0.0144969553747746,0.249681944310364,0.160090565536448,0.0298045093951016,0.898717202726401,1,1,0.188050524862376,0.0408285378127979,0.411167342738363,0.138722128558548,0.931104635966351,0.0484520094830923,0.146060946411356,0.659894793440865,1,0.0738856677420062,0,0.115577874220523,0.0581747063090208,0.0514210813743963,1,1,1,0.169310361528821,0.0894345508031047,0.0791500281023073,1,1,1,1,M
0.0503731248749931,0.0727088750542347,0.102227726380152,0.0104192331710539,0.125146974970368,0.460055868549301,0.216200494724623,0,0.0768077083452319,0.462634754335629,0.0126543068733813,0.438710956593374,0.471042552718132,0.0707961893301979,0.0294394676530451,0.594590103656253,0.154325858584156,0.0885958444883019,0.334357088052642,0.00517125412411058,0.290945009002529,0.00174684040850237,0.0583150531129448,0.35617525405111,0.0637769742096845,0.25204163045493,0.203647485233901,0.342702328062857,0.281422889240216,0.249229654445131,0.0666340699057169,0.118564647610551,0.345731948421896,0.528699418695304,0.0864975000416992,0.0515772233439871,0.0665084321497928,0.00574911051692575,0.16425617956856,0.175868346096086,0.103672512089363,0.0165221795477104,0.221665530524239,0.0937702299149334,0.136580289998608,M
0.0671036670665475,0.290838042711146,0.02803359327107,0.00169791500242785,0.125146974970368,0.28031472093113,0.219170318930983,0.189549835147241,0.550065619980683,0.228511295830198,0.0261237519080078,0.127886182911241,0.0352588007891736,0.010814516662301,0.171580768678529,0.622445270886989,0.821487314997955,0.0349421587935855,0.201364323495747,0.0767524864829373,0.318541225399588,0.249019631522936,0.025388465031553,0.322042315647218,0.00994492574100432,0.0757592777882597,0.103037540248845,0.0684589619715636,0.676149532247143,0.177210976208706,0.014442333305552,0.261354909434107,0.3510733428371,0.220872904515331,0.362381963532645,0.0415645812783158,0.0335054707407125,0.0932449593756183,0.037880648295153,0.0207265345185967,0.630639486688928,0.0185752982608942,0.201757958809268,0.0289231949538804,0.0594462882806916,M
0,0.220960164919892,0.0402383466186782,0,0.0255869326282884,0,0.409101665355901,0.058193096343396,0.323990246237389,0.103883544722696,0.01859751519524,0,0,0,0.0508535650062655,0.139010490971119,0.0459811736716891,0,0.593225520060316,0.045236339082173,0.07347136386856,0.0343989961649427,0.00317092361923909,0,0,0.131308544662539,0.0496539347613234,0,0,0.281635983188496,0,0.06817614040907,0,0.0770595491311673,0.0315455740956985,0.00509784254479034,0.056611960667597,0.0266739032296517,0.0142176203612275,0.0180280096060013,0.547062545220675,0.0318787086181556,0.0566726442204681,0.0575907600629516,0.0471299876211884,W
0.145934012306307,0,1,0.00188371827104992,0.0255869326282884,0.462481122191462,0,1,0.0347613467784934,0.412298200416092,0.0503191208269112,0.643073257169544,1,0.0130745783475623,0.148202559716556,0.364658048394277,0.0241885107604266,0.0494764739359314,0.445155852212706,0.125094274402265,0.399545714914072,0.525430937082523,0.0125021994409117,0.625033277340523,0.0633645029384556,0.481660184023601,1,1,0.581488906237404,0.62113670532894,0.0110406822294735,0.647405466377692,0.95840099181157,0.285138910299452,0.224346738590216,0.10781179184707,0.056611960667597,0,0.0273378844567037,0.0180280096060013,0.00182010462007277,0.0483295840640869,0.153047392896558,0.108931748391447,0,W
0.146531700733168,0.44202582142119,0.0980774765665943,0.00188371827104992,0.126073773122663,0.606288938500461,0.463673514714289,0.376757600718824,1,0.533726307716096,0.055634308417048,0.290520573825327,0.372313015464736,0.0130745783475623,0.316726656933923,0.562524386279228,0.95923683653795,0.057221117533707,0.445155852212706,0.227631515225562,0.399545714914072,1,0.0125021994409117,0.541424522992571,0.0134877903223969,0.241451754341874,0.114553112007281,0.111945623924665,0.507645980159318,0.0477755860207259,0.0110406822294735,0.897578180747128,0.609180512905435,0.764990719750915,0.616009997540373,0.0346846325934502,0.000724179234716126,0.0089239175878157,0.0273378844567037,0.0356043078304832,0.218877221163575,0.00362546361953413,0.417991637540615,0.032851628513994,0.0327401953737624,W
0.145934012306307,0.240783702189489,0.374654489924026,0.0156112807290107,0,1,0.805873065992547,0.681669793257725,0.51963703183231,0.88541901722232,0.0503191208269112,0.594349895965191,0.221323632244374,0.0443311043919963,0.592731404826076,1,0.636446017393453,0.0494764739359314,0.416906903063946,0.125094274402265,0.403356760871012,0.525430937082523,0.0283975427364615,1,0.094876117715692,0.482392119180262,0.609040182223523,0.379173764133717,1,0.0735436221733242,0.045020851331382,0.647405466377692,1,1,0.848795703611002,0.0922501354475973,0.192558987855426,0.00213540736307228,0.126178812631425,0,0,0.00245358475355399,0.806770375982242,0.0841823131177146,0.0152678309748493,W
