nprune,degree,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
3,1,0.599626262626263,0.522121212121212,0.602962962962963,0.114222217971526,0.156254305535816,0.19006694465665
4,1,0.620080808080808,0.521515151515151,0.608518518518519,0.119719744845051,0.169411892955259,0.189814799239946
6,1,0.608240740740741,0.531818181818182,0.577777777777778,0.116957757457387,0.163562330867027,0.16159591478889
7,1,0.607907407407407,0.531818181818182,0.581481481481481,0.116605942785122,0.163562330867027,0.157008359028688
10,1,0.607907407407407,0.531818181818182,0.581481481481481,0.116605942785122,0.163562330867027,0.157008359028688
15,1,0.607907407407407,0.531818181818182,0.581481481481481,0.116605942785122,0.163562330867027,0.157008359028688
2,2,0.571542087542088,0.486969696969697,0.617407407407407,0.126731234715668,0.168808597937789,0.247295862007376
4,2,0.579309764309764,0.517272727272727,0.597407407407407,0.106563985431582,0.182261997510938,0.192398836616775
5,2,0.580122895622896,0.517272727272727,0.59037037037037,0.100765919315532,0.184144212260638,0.179890069390775
6,2,0.583153198653199,0.526363636363636,0.587037037037037,0.103835731394296,0.187639565232339,0.174809592536236
11,2,0.580560606060606,0.51969696969697,0.583333333333333,0.109388921538489,0.195665240864029,0.17906026868404
13,2,0.580560606060606,0.51969696969697,0.583333333333333,0.109388921538489,0.195665240864029,0.17906026868404
