lambda,NumVars,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.000133897208290615,1,0.536713804713805,0.572424242424242,0.434074074074074,0.159046700073078,0.183681414340079,0.166601093954639
0.000309835553039096,2,0.544569023569024,0.588484848484848,0.484074074074074,0.166225060505404,0.190676576324442,0.184376651284296
0.000930503657434803,2,0.544569023569024,0.588484848484848,0.484074074074074,0.166225060505404,0.190676576324442,0.184376651284296
0.00589545438694244,2,0.544569023569024,0.588484848484848,0.484074074074074,0.166225060505404,0.190676576324442,0.184376651284296
0.00669404299058492,3,0.581491582491583,0.622121212121212,0.484814814814815,0.167776568192364,0.186471538964356,0.172391668794769
0.0645519982429166,3,0.581491582491583,0.622121212121212,0.484814814814815,0.167776568192364,0.186471538964356,0.172391668794769
0.108851802806436,3,0.581491582491583,0.622121212121212,0.484814814814815,0.167776568192364,0.186471538964356,0.172391668794769
0.338964117262527,3,0.581491582491583,0.622121212121212,0.484814814814815,0.167776568192364,0.186471538964356,0.172391668794769
9.61040659187,3,0.580858585858586,0.615757575757576,0.481111111111111,0.168605024497506,0.193318625109163,0.166989470279817
0.00110145837872079,5,0.635821548821549,0.621818181818182,0.548888888888889,0.155015420370154,0.187278509817289,0.175357082629323
1.4528294241261e-05,6,0.641218855218855,0.625151515151515,0.554814814814815,0.142081497255235,0.172449592559599,0.177919802783462
0.782929326155986,6,0.641218855218855,0.625151515151515,0.554814814814815,0.142081497255235,0.172449592559599,0.177919802783462
9.48344471087378,6,0.639181818181818,0.618484848484849,0.558518518518519,0.146990677540745,0.177254373028342,0.179088400044529
0.00122340009361019,7,0.632962962962963,0.611818181818182,0.551481481481481,0.141195126547604,0.16786847027207,0.177980806799624
0.00493772312759871,7,0.632962962962963,0.611818181818182,0.551481481481481,0.141195126547604,0.16786847027207,0.177980806799624
