alpha,lambda,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.0258307545445859,0.183612938061811,0.644245791245791,0.626363636363636,0.584444444444444,0.102656915160487,0.14376665651204,0.13663224187191
0.073758848477155,0.00289166375659401,0.639794612794613,0.613636363636364,0.571481481481481,0.103452554954166,0.165519467782119,0.141019922064882
0.108544517308474,6.67731230217193,0.5,1,0,0,0,0
0.213900216622278,0.0298250869752589,0.645649831649832,0.61030303030303,0.577777777777778,0.102988056347447,0.165088183959206,0.137607112194544
0.226803462253883,1.12993301910382,0.5,1,0,0,0,0
0.27027962775901,0.00147077222554479,0.638787878787879,0.613636363636364,0.567777777777778,0.103591915635316,0.165519467782119,0.139888357845486
0.277249049860984,0.00101075923000598,0.638787878787879,0.613636363636364,0.567777777777778,0.103591915635316,0.165519467782119,0.139888357845486
0.360425035003573,2.34376579403681,0.5,1,0,0,0,0
0.402486052596942,0.153658982439733,0.593252525252525,0.693333333333333,0.383703703703704,0.111527100077189,0.149777708059247,0.123684506888363
0.557967133354396,0.0274921319026098,0.639565656565657,0.626666666666667,0.577407407407407,0.111114024691859,0.152062543066643,0.134017508159418
0.583265940658748,0.401660205025775,0.5,1,0,0,0,0
0.753539034863934,0.00314711701757236,0.641191919191919,0.62030303030303,0.574444444444444,0.104572285833151,0.164810889898353,0.146104518884545
0.859578920062631,0.00259446425823393,0.640855218855219,0.616969696969697,0.574444444444444,0.104671871208402,0.16830222468368,0.146104518884545
0.949450907297432,0.113027798254265,0.472542087542088,0.99,0.0037037037037037,0.071675745529433,0.0402577899936449,0.0202860206483395
0.989148678258061,0.00236203755179672,0.640855218855219,0.62030303030303,0.574444444444444,0.104671871208402,0.164810889898353,0.146104518884545
