N,S
ESRP1,22.9916897506924,22.9916897506924
SRSF1,0,0
SRSF5,78.1163434903047,78.1163434903047
RNU2,100,100
RNU4,25.2077562326867,25.2077562326867
RNU5,39.8891966759002,39.8891966759002
RNU6ATAC,58.4487534626038,58.4487534626038
