model,winnow,trials,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
rules,FALSE,3,0.512508417508417,0.395757575757576,0.632592592592593,0.072094132873349,0.366841154713956,0.391718586633248
tree,FALSE,10,0.505218855218855,0.386666666666667,0.632592592592593,0.0743011876964137,0.35452321554988,0.391718586633248
rules,FALSE,15,0.512508417508417,0.395757575757576,0.632592592592593,0.072094132873349,0.366841154713956,0.391718586633248
tree,TRUE,18,0.496851851851852,0.66,0.333703703703704,0.026126527336784,0.43119721066208,0.424248849973175
rules,TRUE,23,0.496851851851852,0.66,0.333703703703704,0.026126527336784,0.43119721066208,0.424248849973175
rules,FALSE,24,0.512508417508417,0.395757575757576,0.632592592592593,0.072094132873349,0.366841154713956,0.391718586633248
rules,FALSE,32,0.512508417508417,0.395757575757576,0.632592592592593,0.072094132873349,0.366841154713956,0.391718586633248
tree,FALSE,34,0.505218855218855,0.386666666666667,0.632592592592593,0.0743011876964137,0.35452321554988,0.391718586633248
tree,TRUE,38,0.496851851851852,0.66,0.333703703703704,0.026126527336784,0.43119721066208,0.424248849973175
tree,TRUE,59,0.496851851851852,0.66,0.333703703703704,0.026126527336784,0.43119721066208,0.424248849973175
tree,FALSE,63,0.505218855218855,0.386666666666667,0.632592592592593,0.0743011876964137,0.35452321554988,0.391718586633248
rules,FALSE,69,0.512508417508417,0.395757575757576,0.632592592592593,0.072094132873349,0.366841154713956,0.391718586633248
rules,TRUE,81,0.496851851851852,0.66,0.333703703703704,0.026126527336784,0.43119721066208,0.424248849973175
rules,FALSE,83,0.512508417508417,0.395757575757576,0.632592592592593,0.072094132873349,0.366841154713956,0.391718586633248
tree,TRUE,100,0.496851851851852,0.66,0.333703703703704,0.026126527336784,0.43119721066208,0.424248849973175
