mincriterion,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
0.0585146807134151,0.540085858585859,0.547575757575758,0.498148148148148,0.0962328052156806,0.189698855906841,0.18142999764954
0.0789328212849796,0.545845117845118,0.554242424242424,0.497777777777778,0.0946458958364179,0.189665802788514,0.195879216656829
0.0817428391892463,0.545511784511785,0.554242424242424,0.497777777777778,0.0947212045926929,0.189665802788514,0.195879216656829
0.122052407590672,0.534875420875421,0.540909090909091,0.504814814814815,0.100108799983885,0.198379729197309,0.187422374073619
0.140286842593923,0.538912457912458,0.544242424242424,0.508518518518518,0.101353931301324,0.205339570755235,0.184999012419748
0.41216674586758,0.540809764309764,0.537272727272727,0.522592592592593,0.110362261891732,0.241885700145801,0.21725253991392
0.443011706694961,0.538587542087542,0.537272727272727,0.522592592592593,0.112243583989525,0.241885700145801,0.21725253991392
0.491181208519265,0.530693602693603,0.527272727272727,0.525555555555556,0.111324333847848,0.255026415297097,0.22126518053955
0.541738761821762,0.534804713804714,0.507272727272727,0.544444444444444,0.109380158651646,0.236850234595227,0.238449654115691
0.70845926948823,0.515468013468014,0.497272727272727,0.535555555555556,0.101103855769881,0.268983181859223,0.276932045860878
0.740372568601742,0.507749158249158,0.462424242424242,0.532222222222222,0.10348680776353,0.26369292802914,0.295306696716457
0.745423253392801,0.507749158249158,0.462424242424242,0.532222222222222,0.10348680776353,0.26369292802914,0.295306696716457
0.838611928047612,0.500242424242424,0.416969696969697,0.552222222222222,0.100069088012331,0.285367809570144,0.332811213052413
0.849429470486939,0.500242424242424,0.416969696969697,0.552222222222222,0.100069088012331,0.285367809570144,0.332811213052413
0.936338444706053,0.464619528619529,0.559090909090909,0.364074074074074,0.0839992693792627,0.365159427933187,0.357092980360405
