mtry,coefReg,coefImp,ROC,Sens,Spec,ROCSD,SensSD,SpecSD
1,0.469421457964927,0.662627080455422,0.546328282828283,0.556969696969697,0.538518518518519,0.0937083531908821,0.154756141347885,0.181280938014176
1,0.867606822168455,0.682431206572801,0.538422558922559,0.526666666666667,0.542962962962963,0.0838370437582355,0.148266958891988,0.174995793498877
2,0.51739610126242,0.998499939450994,0.541122895622896,0.536969696969697,0.547037037037037,0.0883233735388597,0.14555116957863,0.177314610572461
2,0.690698006656021,0.712889900431037,0.55493265993266,0.546969696969697,0.53962962962963,0.0847084731728,0.148058265958852,0.181537901413166
2,0.883156142896041,0.927320778137073,0.553277777777778,0.553333333333333,0.54,0.0837674320405218,0.143058902972755,0.160395424527793
3,0.00962689542211592,0.429394438862801,0.473868686868687,0.533333333333333,0.455185185185185,0.142396441923868,0.190113783531614,0.114896563819226
3,0.37488367035985,0.812333368463442,0.556988215488216,0.536969696969697,0.54962962962963,0.0898588728574988,0.165143414332591,0.176642286887013
3,0.985835819737986,0.584943272639066,0.55309595959596,0.546363636363636,0.532222222222222,0.0833479823629427,0.141105637016911,0.174426018501206
5,0.539528718451038,0.092162425396964,0.445974747474747,0.451515151515152,0.410740740740741,0.141134422658719,0.13793934619205,0.173989409045648
5,0.779502020450309,0.407434342894703,0.555301346801347,0.553030303030303,0.536666666666667,0.0837890156538113,0.145103088978429,0.164885759696015
6,0.0540016042068601,0.139086052309722,0.482045454545455,0.528787878787879,0.474074074074074,0.147178354976369,0.177665481378593,0.164476887483464
6,0.165424945531413,0.224723967490718,0.473092592592593,0.506969696969697,0.484814814814815,0.106642182070388,0.152095336403066,0.145618082949958
6,0.517638095421717,0.628106988733634,0.562087542087542,0.56,0.511481481481481,0.0950624548848665,0.163036168528655,0.147072564237563
7,0.444412710843608,0.111528739565983,0.431001683501683,0.50030303030303,0.436296296296296,0.116553717170058,0.138004409570459,0.170015733960827
7,0.837632854469121,0.0272495395038277,0.547653198653199,0.545757575757576,0.53962962962963,0.0894502886683152,0.157757210050996,0.17482420370051
