Index	Var	Importance
1	HbA1c	0.792361111111111
3	glu120	0.662847222222222
2	gluayunas	0.589583333333333
4	HIRI	0.572569444444444
6	DI	0.537152777777778
7	MISI	0.495833333333333
8	ISI	0.456944444444444
5	IGI	0.392708333333333
