"itemset","supportP","supportN","growthRate"
"{CA150='\'(0.1-inf)\'',CUGBP='\'(0.1-inf)\'',FBP11='\'(0.1-inf)\'',MAGOH='\'(0.1-inf)\'',PRP8='\'(0.1-inf)\'',PTB='\'(0.1-inf)\'',RBM3='\'(0.3-inf)\'',SRSF6='\'(0.2-inf)\'',SRSF9='\'(0.1-inf)\'',TIA1='\'(0.2-inf)\''}",1,0.117647058823529,8.5
