"itemset","supportP","supportN","growthRate"
"{CA150='\'(0.1-inf)\'',CUGBP='\'(0.1-inf)\'',MAGOH='\'(0.1-inf)\'',NOVA1='\'(0.2-inf)\'',PRP8='\'(0.1-inf)\'',PTB='\'(0.1-inf)\'',RBM17='\'(0.1-inf)\'',RBM22='\'(0.1-inf)\'',SF3BTV1='\'(0.1-inf)\'',SRSF1='\'(0.1-inf)\'',SRSF6='\'(0.2-inf)\'',SRSF9='\'(0.1-inf)\'',TRA2A='\'(0.2-inf)\'',U1='\'(0.1-inf)\'',U11='\'(0.1-inf)\''}",1,0,Inf
