Index	Var	Importance
1	CA150Neutro	0.937468998015873
17	ESRP1Neutro	0.794735863095238
24	RAVER1Neutro	0.738002232142857
8	U11Neutro	0.723121279761905
33	SRSF1Neutro	0.714006696428571
27	RBM45Neutro	0.694475446428571
21	nSR100Neutro	0.685918898809524
25	RBM17Neutro	0.671471974206349
38	SRSF6Neutro	0.664713541666667
16	CUGBPNeutro	0.609033978174603
35	SRSF3Neutro	0.597625248015873
29	SC35Neutro	0.585844494047619
41	TRA2ANeutro	0.581876240079365
42	TRA2BNeutro	0.578156001984127
14	U5Neutro	0.55992683531746
23	PTBNeutro	0.559864831349206
13	U4Neutro	0.54070560515873
5	SF3BTV1Neutro	0.538659474206349
40	TIA1Neutro	0.52867683531746
11	U2AF1Neutro	0.527622767857143
20	NOVA1Neutro	0.499534970238095
37	SRSF5Neutro	0.490048363095238
31	SND1Neutro	0.463572668650794
34	SRSF10Neutro	0.455140128968254
26	RBM3Neutro	0.431082589285714
4	RBM22Neutro	0.421595982142857
2	FBP11Neutro	0.412977430555556
32	SRM160Neutro	0.40789310515873
15	U6Neutro	0.397662450396825
10	U2Neutro	0.395988343253968
12	UA2F2Neutro	0.393756200396825
22	PSFNeutro	0.389229910714286
3	PRP8Neutro	0.386625744047619
39	SRFSF9Neutro	0.382781498015873
28	SAM68TV1Neutro	0.363250248015873
9	U12Neutro	0.360088045634921
18	ESRP2Neutro	0.358289930555556
7	U1Neutro	0.34086681547619
30	SKIPNeutro	0.34086681547619
36	SRSF4Neutro	0.333798363095238
19	MAGOHNeutro	0.321769593253968
6	SF3BTV2Neutro	0.321273561507937
