pred,obs,N,S,rowIndex,C,M,Resample
S,N,0.382716049382716,0.617283950617284,39,0.5,1,Fold04.Rep1
N,N,0.621359223300971,0.378640776699029,41,0.5,1,Fold04.Rep1
N,N,0.621359223300971,0.378640776699029,82,0.5,1,Fold04.Rep1
N,N,0.621359223300971,0.378640776699029,103,0.5,1,Fold04.Rep1
N,S,0.621359223300971,0.378640776699029,108,0.5,1,Fold04.Rep1
S,S,0.382716049382716,0.617283950617284,139,0.5,1,Fold04.Rep1
N,S,0.621359223300971,0.378640776699029,142,0.5,1,Fold04.Rep1
S,S,0.382716049382716,0.617283950617284,156,0.5,1,Fold04.Rep1
S,S,0.382716049382716,0.617283950617284,170,0.5,1,Fold04.Rep1
S,S,0.382716049382716,0.617283950617284,171,0.5,1,Fold04.Rep1
N,S,0.621359223300971,0.378640776699029,174,0.5,1,Fold04.Rep1
S,S,0.382716049382716,0.617283950617284,182,0.5,1,Fold04.Rep1
S,S,0.382716049382716,0.617283950617284,184,0.5,1,Fold04.Rep1
N,S,0.621359223300971,0.378640776699029,185,0.5,1,Fold04.Rep1
N,N,0.621359223300971,0.378640776699029,44,0.5,1,Fold05.Rep1
N,N,0.621359223300971,0.378640776699029,48,0.5,1,Fold05.Rep1
S,N,0.390243902439024,0.609756097560976,50,0.5,1,Fold05.Rep1
N,N,0.621359223300971,0.378640776699029,63,0.5,1,Fold05.Rep1
N,N,0.621359223300971,0.378640776699029,64,0.5,1,Fold05.Rep1
N,N,0.621359223300971,0.378640776699029,69,0.5,1,Fold05.Rep1
S,N,0.390243902439024,0.609756097560976,74,0.5,1,Fold05.Rep1
S,N,0.390243902439024,0.609756097560976,75,0.5,1,Fold05.Rep1
N,N,0.621359223300971,0.378640776699029,92,0.5,1,Fold05.Rep1
N,N,0.621359223300971,0.378640776699029,101,0.5,1,Fold05.Rep1
N,S,0.621359223300971,0.378640776699029,107,0.5,1,Fold05.Rep1
S,S,0.390243902439024,0.609756097560976,110,0.5,1,Fold05.Rep1
N,S,0.621359223300971,0.378640776699029,111,0.5,1,Fold05.Rep1
N,S,0.621359223300971,0.378640776699029,112,0.5,1,Fold05.Rep1
S,S,0.390243902439024,0.609756097560976,125,0.5,1,Fold05.Rep1
S,S,0.390243902439024,0.609756097560976,135,0.5,1,Fold05.Rep1
N,S,0.621359223300971,0.378640776699029,145,0.5,1,Fold05.Rep1
S,S,0.390243902439024,0.609756097560976,188,0.5,1,Fold05.Rep1
S,S,0.390243902439024,0.609756097560976,194,0.5,1,Fold05.Rep1
S,S,0.390243902439024,0.609756097560976,196,0.5,1,Fold05.Rep1
N,N,0.598039215686274,0.401960784313726,21,0.5,1,Fold06.Rep1
N,N,0.598039215686274,0.401960784313726,33,0.5,1,Fold06.Rep1
N,N,0.598039215686274,0.401960784313726,38,0.5,1,Fold06.Rep1
N,N,0.598039215686274,0.401960784313726,47,0.5,1,Fold06.Rep1
N,N,0.598039215686274,0.401960784313726,60,0.5,1,Fold06.Rep1
N,N,0.598039215686274,0.401960784313726,71,0.5,1,Fold06.Rep1
N,N,0.598039215686274,0.401960784313726,80,0.5,1,Fold06.Rep1
N,N,0.598039215686274,0.401960784313726,94,0.5,1,Fold06.Rep1
N,N,0.598039215686274,0.401960784313726,96,0.5,1,Fold06.Rep1
N,N,0.598039215686274,0.401960784313726,105,0.5,1,Fold06.Rep1
S,S,0.421686746987952,0.578313253012048,109,0.5,1,Fold06.Rep1
N,S,0.598039215686274,0.401960784313726,115,0.5,1,Fold06.Rep1
S,S,0.421686746987952,0.578313253012048,118,0.5,1,Fold06.Rep1
S,S,0.421686746987952,0.578313253012048,130,0.5,1,Fold06.Rep1
N,S,0.598039215686274,0.401960784313726,132,0.5,1,Fold06.Rep1
S,S,0.421686746987952,0.578313253012048,137,0.5,1,Fold06.Rep1
S,S,0.421686746987952,0.578313253012048,148,0.5,1,Fold06.Rep1
S,S,0.421686746987952,0.578313253012048,176,0.5,1,Fold06.Rep1
S,S,0.421686746987952,0.578313253012048,192,0.5,1,Fold06.Rep1
S,S,0.421686746987952,0.578313253012048,203,0.5,1,Fold06.Rep1
N,N,0.625,0.375,7,0.5,1,Fold07.Rep1
N,N,0.625,0.375,9,0.5,1,Fold07.Rep1
S,N,0.375,0.625,16,0.5,1,Fold07.Rep1
S,N,0.375,0.625,23,0.5,1,Fold07.Rep1
S,N,0.375,0.625,34,0.5,1,Fold07.Rep1
N,N,0.625,0.375,42,0.5,1,Fold07.Rep1
S,N,0.375,0.625,54,0.5,1,Fold07.Rep1
N,N,0.625,0.375,70,0.5,1,Fold07.Rep1
N,N,0.625,0.375,81,0.5,1,Fold07.Rep1
S,N,0.375,0.625,87,0.5,1,Fold07.Rep1
N,N,0.625,0.375,104,0.5,1,Fold07.Rep1
N,S,0.625,0.375,120,0.5,1,Fold07.Rep1
N,S,0.625,0.375,121,0.5,1,Fold07.Rep1
N,S,0.625,0.375,122,0.5,1,Fold07.Rep1
S,S,0.375,0.625,149,0.5,1,Fold07.Rep1
S,S,0.375,0.625,160,0.5,1,Fold07.Rep1
S,S,0.375,0.625,168,0.5,1,Fold07.Rep1
S,S,0.375,0.625,179,0.5,1,Fold07.Rep1
S,S,0.375,0.625,189,0.5,1,Fold07.Rep1
N,S,0.625,0.375,200,0.5,1,Fold07.Rep1
S,S,0.375,0.625,205,0.5,1,Fold07.Rep1
N,N,0.622448979591837,0.377551020408163,2,0.5,1,Fold08.Rep1
N,N,0.622448979591837,0.377551020408163,3,0.5,1,Fold08.Rep1
N,N,0.622448979591837,0.377551020408163,10,0.5,1,Fold08.Rep1
N,N,0.622448979591837,0.377551020408163,12,0.5,1,Fold08.Rep1
S,N,0.390804597701149,0.609195402298851,25,0.5,1,Fold08.Rep1
N,N,0.622448979591837,0.377551020408163,40,0.5,1,Fold08.Rep1
N,N,0.622448979591837,0.377551020408163,49,0.5,1,Fold08.Rep1
N,N,0.622448979591837,0.377551020408163,52,0.5,1,Fold08.Rep1
N,N,0.622448979591837,0.377551020408163,86,0.5,1,Fold08.Rep1
N,N,0.622448979591837,0.377551020408163,91,0.5,1,Fold08.Rep1
N,N,0.622448979591837,0.377551020408163,95,0.5,1,Fold08.Rep1
N,S,0.622448979591837,0.377551020408163,123,0.5,1,Fold08.Rep1
N,S,0.622448979591837,0.377551020408163,124,0.5,1,Fold08.Rep1
N,S,0.622448979591837,0.377551020408163,136,0.5,1,Fold08.Rep1
S,S,0.390804597701149,0.609195402298851,150,0.5,1,Fold08.Rep1
N,S,0.622448979591837,0.377551020408163,151,0.5,1,Fold08.Rep1
N,S,0.622448979591837,0.377551020408163,152,0.5,1,Fold08.Rep1
S,S,0.390804597701149,0.609195402298851,155,0.5,1,Fold08.Rep1
S,S,0.390804597701149,0.609195402298851,157,0.5,1,Fold08.Rep1
N,S,0.622448979591837,0.377551020408163,177,0.5,1,Fold08.Rep1
S,N,0.375,0.625,5,0.5,1,Fold09.Rep1
S,N,0.375,0.625,6,0.5,1,Fold09.Rep1
S,N,0.375,0.625,43,0.5,1,Fold09.Rep1
N,N,0.625,0.375,46,0.5,1,Fold09.Rep1
N,N,0.625,0.375,51,0.5,1,Fold09.Rep1
N,N,0.625,0.375,55,0.5,1,Fold09.Rep1
S,N,0.375,0.625,56,0.5,1,Fold09.Rep1
N,N,0.625,0.375,65,0.5,1,Fold09.Rep1
N,N,0.625,0.375,72,0.5,1,Fold09.Rep1
S,N,0.375,0.625,83,0.5,1,Fold09.Rep1
N,N,0.625,0.375,102,0.5,1,Fold09.Rep1
S,S,0.375,0.625,113,0.5,1,Fold09.Rep1
S,S,0.375,0.625,119,0.5,1,Fold09.Rep1
N,S,0.625,0.375,128,0.5,1,Fold09.Rep1
N,S,0.625,0.375,129,0.5,1,Fold09.Rep1
N,S,0.625,0.375,143,0.5,1,Fold09.Rep1
S,S,0.375,0.625,144,0.5,1,Fold09.Rep1
N,S,0.625,0.375,154,0.5,1,Fold09.Rep1
S,S,0.375,0.625,166,0.5,1,Fold09.Rep1
S,S,0.375,0.625,167,0.5,1,Fold09.Rep1
S,S,0.375,0.625,195,0.5,1,Fold09.Rep1
N,N,0.627450980392157,0.372549019607843,11,0.5,1,Fold10.Rep1
N,N,0.627450980392157,0.372549019607843,19,0.5,1,Fold10.Rep1
N,N,0.627450980392157,0.372549019607843,22,0.5,1,Fold10.Rep1
N,N,0.627450980392157,0.372549019607843,30,0.5,1,Fold10.Rep1
N,N,0.627450980392157,0.372549019607843,31,0.5,1,Fold10.Rep1
S,N,0.385542168674699,0.614457831325301,45,0.5,1,Fold10.Rep1
N,N,0.627450980392157,0.372549019607843,53,0.5,1,Fold10.Rep1
S,N,0.385542168674699,0.614457831325301,68,0.5,1,Fold10.Rep1
S,N,0.385542168674699,0.614457831325301,77,0.5,1,Fold10.Rep1
N,N,0.627450980392157,0.372549019607843,97,0.5,1,Fold10.Rep1
N,S,0.627450980392157,0.372549019607843,114,0.5,1,Fold10.Rep1
N,S,0.627450980392157,0.372549019607843,138,0.5,1,Fold10.Rep1
S,S,0.385542168674699,0.614457831325301,141,0.5,1,Fold10.Rep1
S,S,0.385542168674699,0.614457831325301,146,0.5,1,Fold10.Rep1
N,S,0.627450980392157,0.372549019607843,159,0.5,1,Fold10.Rep1
N,S,0.627450980392157,0.372549019607843,173,0.5,1,Fold10.Rep1
N,S,0.627450980392157,0.372549019607843,175,0.5,1,Fold10.Rep1
S,S,0.385542168674699,0.614457831325301,178,0.5,1,Fold10.Rep1
S,S,0.385542168674699,0.614457831325301,191,0.5,1,Fold10.Rep1
S,S,0.385542168674699,0.614457831325301,202,0.5,1,Fold10.Rep1
N,N,0.628571428571429,0.371428571428571,7,0.5,1,Fold01.Rep2
S,N,0.375,0.625,20,0.5,1,Fold01.Rep2
N,N,0.628571428571429,0.371428571428571,30,0.5,1,Fold01.Rep2
S,N,0.375,0.625,34,0.5,1,Fold01.Rep2
N,N,0.628571428571429,0.371428571428571,48,0.5,1,Fold01.Rep2
S,N,0.375,0.625,50,0.5,1,Fold01.Rep2
S,N,0.375,0.625,54,0.5,1,Fold01.Rep2
N,N,0.628571428571429,0.371428571428571,58,0.5,1,Fold01.Rep2
S,N,0.375,0.625,76,0.5,1,Fold01.Rep2
N,N,0.628571428571429,0.371428571428571,102,0.5,1,Fold01.Rep2
S,S,0.375,0.625,109,0.5,1,Fold01.Rep2
N,S,0.628571428571429,0.371428571428571,134,0.5,1,Fold01.Rep2
N,S,0.628571428571429,0.371428571428571,138,0.5,1,Fold01.Rep2
S,S,0.375,0.625,141,0.5,1,Fold01.Rep2
N,S,0.628571428571429,0.371428571428571,145,0.5,1,Fold01.Rep2
S,S,0.375,0.625,149,0.5,1,Fold01.Rep2
N,S,0.628571428571429,0.371428571428571,164,0.5,1,Fold01.Rep2
S,S,0.375,0.625,169,0.5,1,Fold01.Rep2
S,S,0.375,0.625,171,0.5,1,Fold01.Rep2
S,S,0.375,0.625,201,0.5,1,Fold01.Rep2
S,N,0.355263157894737,0.644736842105263,5,0.5,1,Fold02.Rep2
N,N,0.62962962962963,0.37037037037037,9,0.5,1,Fold02.Rep2
S,N,0.355263157894737,0.644736842105263,14,0.5,1,Fold02.Rep2
S,N,0.355263157894737,0.644736842105263,23,0.5,1,Fold02.Rep2
S,N,0.355263157894737,0.644736842105263,43,0.5,1,Fold02.Rep2
S,N,0.355263157894737,0.644736842105263,45,0.5,1,Fold02.Rep2
N,N,0.62962962962963,0.37037037037037,65,0.5,1,Fold02.Rep2
N,N,0.62962962962963,0.37037037037037,71,0.5,1,Fold02.Rep2
S,N,0.355263157894737,0.644736842105263,85,0.5,1,Fold02.Rep2
S,N,0.355263157894737,0.644736842105263,89,0.5,1,Fold02.Rep2
S,N,0.355263157894737,0.644736842105263,100,0.5,1,Fold02.Rep2
S,S,0.355263157894737,0.644736842105263,125,0.5,1,Fold02.Rep2
S,S,0.355263157894737,0.644736842105263,126,0.5,1,Fold02.Rep2
S,S,0.355263157894737,0.644736842105263,144,0.5,1,Fold02.Rep2
S,S,0.355263157894737,0.644736842105263,148,0.5,1,Fold02.Rep2
N,S,0.62962962962963,0.37037037037037,165,0.5,1,Fold02.Rep2
N,S,0.62962962962963,0.37037037037037,173,0.5,1,Fold02.Rep2
N,S,0.62962962962963,0.37037037037037,174,0.5,1,Fold02.Rep2
S,S,0.355263157894737,0.644736842105263,183,0.5,1,Fold02.Rep2
S,S,0.355263157894737,0.644736842105263,192,0.5,1,Fold02.Rep2
S,S,0.355263157894737,0.644736842105263,203,0.5,1,Fold02.Rep2
N,N,0.621359223300971,0.378640776699029,11,0.5,1,Fold03.Rep2
N,N,0.621359223300971,0.378640776699029,27,0.5,1,Fold03.Rep2
S,N,0.390243902439024,0.609756097560976,29,0.5,1,Fold03.Rep2
N,N,0.621359223300971,0.378640776699029,33,0.5,1,Fold03.Rep2
N,N,0.621359223300971,0.378640776699029,38,0.5,1,Fold03.Rep2
S,N,0.390243902439024,0.609756097560976,39,0.5,1,Fold03.Rep2
N,N,0.621359223300971,0.378640776699029,46,0.5,1,Fold03.Rep2
N,N,0.621359223300971,0.378640776699029,59,0.5,1,Fold03.Rep2
S,N,0.390243902439024,0.609756097560976,87,0.5,1,Fold03.Rep2
N,N,0.621359223300971,0.378640776699029,92,0.5,1,Fold03.Rep2
S,S,0.390243902439024,0.609756097560976,110,0.5,1,Fold03.Rep2
N,S,0.621359223300971,0.378640776699029,111,0.5,1,Fold03.Rep2
S,S,0.390243902439024,0.609756097560976,137,0.5,1,Fold03.Rep2
S,S,0.390243902439024,0.609756097560976,150,0.5,1,Fold03.Rep2
S,S,0.390243902439024,0.609756097560976,155,0.5,1,Fold03.Rep2
S,S,0.390243902439024,0.609756097560976,158,0.5,1,Fold03.Rep2
N,S,0.621359223300971,0.378640776699029,159,0.5,1,Fold03.Rep2
N,S,0.621359223300971,0.378640776699029,175,0.5,1,Fold03.Rep2
S,S,0.390243902439024,0.609756097560976,178,0.5,1,Fold03.Rep2
N,S,0.621359223300971,0.378640776699029,200,0.5,1,Fold03.Rep2
N,N,0.64,0.36,10,0.5,1,Fold04.Rep2
N,N,0.64,0.36,12,0.5,1,Fold04.Rep2
N,N,0.64,0.36,13,0.5,1,Fold04.Rep2
S,N,0.25,0.75,24,0.5,1,Fold04.Rep2
N,N,0.64,0.36,31,0.5,1,Fold04.Rep2
S,N,0.466666666666667,0.533333333333333,35,0.5,1,Fold04.Rep2
N,N,1,0,37,0.5,1,Fold04.Rep2
N,N,0.64,0.36,60,0.5,1,Fold04.Rep2
S,N,0.230769230769231,0.769230769230769,90,0.5,1,Fold04.Rep2
N,N,0.64,0.36,93,0.5,1,Fold04.Rep2
N,N,0.64,0.36,106,0.5,1,Fold04.Rep2
N,S,0.64,0.36,107,0.5,1,Fold04.Rep2
N,S,0.64,0.36,127,0.5,1,Fold04.Rep2
N,S,0.64,0.36,128,0.5,1,Fold04.Rep2
N,S,0.64,0.36,131,0.5,1,Fold04.Rep2
N,S,0.64,0.36,132,0.5,1,Fold04.Rep2
S,S,0.210526315789474,0.789473684210526,146,0.5,1,Fold04.Rep2
N,S,0.64,0.36,152,0.5,1,Fold04.Rep2
N,S,0.64,0.36,154,0.5,1,Fold04.Rep2
S,S,0.466666666666667,0.533333333333333,176,0.5,1,Fold04.Rep2
S,N,0.166666666666667,0.833333333333333,16,0.5,1,Fold05.Rep2
N,N,0.572368421052632,0.427631578947368,17,0.5,1,Fold05.Rep2
N,N,0.572368421052632,0.427631578947368,21,0.5,1,Fold05.Rep2
N,N,0.572368421052632,0.427631578947368,40,0.5,1,Fold05.Rep2
N,N,0.572368421052632,0.427631578947368,44,0.5,1,Fold05.Rep2
N,N,1,0,56,0.5,1,Fold05.Rep2
N,N,0.572368421052632,0.427631578947368,63,0.5,1,Fold05.Rep2
N,N,0.572368421052632,0.427631578947368,66,0.5,1,Fold05.Rep2
N,N,0.572368421052632,0.427631578947368,81,0.5,1,Fold05.Rep2
N,N,0.572368421052632,0.427631578947368,98,0.5,1,Fold05.Rep2
N,S,0.572368421052632,0.427631578947368,114,0.5,1,Fold05.Rep2
N,S,0.572368421052632,0.427631578947368,135,0.5,1,Fold05.Rep2
N,S,0.572368421052632,0.427631578947368,139,0.5,1,Fold05.Rep2
N,S,0.572368421052632,0.427631578947368,179,0.5,1,Fold05.Rep2
N,S,0.572368421052632,0.427631578947368,184,0.5,1,Fold05.Rep2
N,S,0.572368421052632,0.427631578947368,185,0.5,1,Fold05.Rep2
S,S,0.166666666666667,0.833333333333333,188,0.5,1,Fold05.Rep2
S,S,0.307692307692308,0.692307692307692,195,0.5,1,Fold05.Rep2
N,S,0.572368421052632,0.427631578947368,196,0.5,1,Fold05.Rep2
N,S,0.572368421052632,0.427631578947368,204,0.5,1,Fold05.Rep2
S,N,0.422680412371134,0.577319587628866,28,0.5,1,Fold06.Rep2
N,N,0.625,0.375,41,0.5,1,Fold06.Rep2
N,N,0.625,0.375,61,0.5,1,Fold06.Rep2
N,N,0.625,0.375,62,0.5,1,Fold06.Rep2
S,N,0.422680412371134,0.577319587628866,69,0.5,1,Fold06.Rep2
N,N,0.625,0.375,72,0.5,1,Fold06.Rep2
N,N,0.625,0.375,82,0.5,1,Fold06.Rep2
S,N,0.422680412371134,0.577319587628866,84,0.5,1,Fold06.Rep2
S,N,0.422680412371134,0.577319587628866,99,0.5,1,Fold06.Rep2
N,N,0.625,0.375,105,0.5,1,Fold06.Rep2
S,S,0.422680412371134,0.577319587628866,119,0.5,1,Fold06.Rep2
N,S,0.625,0.375,121,0.5,1,Fold06.Rep2
S,S,0.422680412371134,0.577319587628866,133,0.5,1,Fold06.Rep2
S,S,0.422680412371134,0.577319587628866,157,0.5,1,Fold06.Rep2
S,S,0.422680412371134,0.577319587628866,160,0.5,1,Fold06.Rep2
S,S,0.422680412371134,0.577319587628866,163,0.5,1,Fold06.Rep2
S,S,0.422680412371134,0.577319587628866,167,0.5,1,Fold06.Rep2
S,S,0.422680412371134,0.577319587628866,168,0.5,1,Fold06.Rep2
N,S,0.625,0.375,177,0.5,1,Fold06.Rep2
S,S,0.422680412371134,0.577319587628866,186,0.5,1,Fold06.Rep2
S,N,0.46969696969697,0.53030303030303,1,0.5,1,Fold07.Rep2
N,N,0.647058823529412,0.352941176470588,2,0.5,1,Fold07.Rep2
N,N,0.647058823529412,0.352941176470588,4,0.5,1,Fold07.Rep2
N,N,0.647058823529412,0.352941176470588,8,0.5,1,Fold07.Rep2
S,N,0.166666666666667,0.833333333333333,18,0.5,1,Fold07.Rep2
S,N,0.46969696969697,0.53030303030303,32,0.5,1,Fold07.Rep2
N,N,0.647058823529412,0.352941176470588,42,0.5,1,Fold07.Rep2
N,N,0.647058823529412,0.352941176470588,51,0.5,1,Fold07.Rep2
N,N,0.647058823529412,0.352941176470588,70,0.5,1,Fold07.Rep2
S,N,0.46969696969697,0.53030303030303,74,0.5,1,Fold07.Rep2
S,N,0.25,0.75,77,0.5,1,Fold07.Rep2
N,S,0.647058823529412,0.352941176470588,108,0.5,1,Fold07.Rep2
S,S,0.46969696969697,0.53030303030303,113,0.5,1,Fold07.Rep2
S,S,0.25,0.75,118,0.5,1,Fold07.Rep2
N,S,0.647058823529412,0.352941176470588,120,0.5,1,Fold07.Rep2
N,S,0.647058823529412,0.352941176470588,129,0.5,1,Fold07.Rep2
N,S,0.647058823529412,0.352941176470588,142,0.5,1,Fold07.Rep2
N,S,0.647058823529412,0.352941176470588,153,0.5,1,Fold07.Rep2
S,S,0.46969696969697,0.53030303030303,180,0.5,1,Fold07.Rep2
S,S,0.46969696969697,0.53030303030303,191,0.5,1,Fold07.Rep2
S,S,0.166666666666667,0.833333333333333,202,0.5,1,Fold07.Rep2
N,N,0.63953488372093,0.36046511627907,3,0.5,1,Fold08.Rep2
N,N,0.63953488372093,0.36046511627907,19,0.5,1,Fold08.Rep2
N,N,0.63953488372093,0.36046511627907,22,0.5,1,Fold08.Rep2
S,N,0.408163265306122,0.591836734693878,25,0.5,1,Fold08.Rep2
S,N,0.408163265306122,0.591836734693878,67,0.5,1,Fold08.Rep2
S,N,0.408163265306122,0.591836734693878,68,0.5,1,Fold08.Rep2
N,N,0.63953488372093,0.36046511627907,73,0.5,1,Fold08.Rep2
S,N,0.408163265306122,0.591836734693878,75,0.5,1,Fold08.Rep2
N,N,0.63953488372093,0.36046511627907,80,0.5,1,Fold08.Rep2
S,N,0.408163265306122,0.591836734693878,96,0.5,1,Fold08.Rep2
N,N,0.63953488372093,0.36046511627907,97,0.5,1,Fold08.Rep2
N,S,0.63953488372093,0.36046511627907,112,0.5,1,Fold08.Rep2
S,S,0.408163265306122,0.591836734693878,140,0.5,1,Fold08.Rep2
N,S,0.63953488372093,0.36046511627907,143,0.5,1,Fold08.Rep2
N,S,0.63953488372093,0.36046511627907,151,0.5,1,Fold08.Rep2
S,S,0.408163265306122,0.591836734693878,162,0.5,1,Fold08.Rep2
S,S,0.408163265306122,0.591836734693878,170,0.5,1,Fold08.Rep2
S,S,0.408163265306122,0.591836734693878,193,0.5,1,Fold08.Rep2
S,S,0.408163265306122,0.591836734693878,194,0.5,1,Fold08.Rep2
N,S,0.63953488372093,0.36046511627907,199,0.5,1,Fold08.Rep2
S,S,0.408163265306122,0.591836734693878,205,0.5,1,Fold08.Rep2
N,N,0.62,0.38,47,0.5,1,Fold09.Rep2
N,N,0.62,0.38,53,0.5,1,Fold09.Rep2
N,N,0.62,0.38,57,0.5,1,Fold09.Rep2
S,N,0.392857142857143,0.607142857142857,78,0.5,1,Fold09.Rep2
N,N,0.62,0.38,79,0.5,1,Fold09.Rep2
S,N,0.392857142857143,0.607142857142857,83,0.5,1,Fold09.Rep2
N,N,0.62,0.38,86,0.5,1,Fold09.Rep2
N,N,0.62,0.38,91,0.5,1,Fold09.Rep2
N,N,0.62,0.38,94,0.5,1,Fold09.Rep2
N,N,0.62,0.38,95,0.5,1,Fold09.Rep2
N,N,0.62,0.38,103,0.5,1,Fold09.Rep2
N,S,0.62,0.38,115,0.5,1,Fold09.Rep2
N,S,0.62,0.38,117,0.5,1,Fold09.Rep2
N,S,0.62,0.38,123,0.5,1,Fold09.Rep2
N,S,0.62,0.38,124,0.5,1,Fold09.Rep2
S,S,0.392857142857143,0.607142857142857,130,0.5,1,Fold09.Rep2
N,S,0.62,0.38,147,0.5,1,Fold09.Rep2
S,S,0.392857142857143,0.607142857142857,181,0.5,1,Fold09.Rep2
S,S,0.392857142857143,0.607142857142857,182,0.5,1,Fold09.Rep2
S,S,0.392857142857143,0.607142857142857,197,0.5,1,Fold09.Rep2
