class,N,S
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.384615384615385,0.615384615384615
0,0.384615384615385,0.615384615384615
0,0.384615384615385,0.615384615384615
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.384615384615385,0.615384615384615
0,0.384615384615385,0.615384615384615
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.384615384615385,0.615384615384615
0,0.384615384615385,0.615384615384615
0,0.384615384615385,0.615384615384615
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.384615384615385,0.615384615384615
0,0.384615384615385,0.615384615384615
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
0,0.62280701754386,0.37719298245614
