CA150Mono,PRP8Mono,RBM22Mono,SF3BTV1Mono,SF3BTV2Mono,U1Mono,U11Mono,U12Mono,U2Mono,U2AF1Mono,UA2F2Mono,U4Mono,U4ataMono,U5Mono,U6Mono,U6atacMono,CUGBPMon,ESRP2Mono,ESRP1Mono,MAGOHMono,NOVA1Mono,nSR100Mono,PSFMono,PTBMono,RAVER1Mono,RBM17Mono,RBM3Mono,RBM45Mono,SAM68TV1Mono,SC35Mono,SKIPMono,SND1Mono,SRM160Mono,SRSF1Mono,SRSF10Mono,SRSF3Mono,SRSF4Mono,SRSF5Mono,SRSF6Mono,SRFSF9Mono,TIA1Mono,TRA2AMono,TRA2BMono,Case
0.433084760084512,0.240076447175428,0.506934037866658,1.6670598898179,1.00943129371055,0.560692151529646,-0.214144672170366,-0.650681948433233,-1.18547519201706,-0.0177396432500888,0.891592360434041,-1.39659755383738,-1.21318610848726,0.99977855209976,-1.03281756844217,-1.20826470080772,0.330515711896065,-0.43898164347413,0.341948621094665,1.14276644876272,-2.23725210848825,1.2183141746228,1.08946380980892,-0.483917489502326,-1.40196485914757,0.914894697384865,0.885446676562602,1.20675343705727,0.494125878189072,0.95746478460667,0.568544344967518,0.201184734798353,0.0216170558703942,-0.953341597548557,1.22474928698394,1.12175405414737,0.91333276632564,0.422280753305275,0.956556318304479,0.513349403387462,1.46282750885044,0.90843256687877,1.180043040065,Post
0.636568236109591,-0.447597466022187,-0.0361217259674802,-1.37598112419305,-0.45679745187357,0.608390577510882,-1.04244654208412,-1.39634132580603,-1.84862980550183,1.450271424023,1.25422144045417,-1.39396010865828,-1.62751894071822,1.27935647999385,-1.83122087681088,-1.77928998270603,1.33183373236072,-0.84229241097378,-1.08340786813809,1.38866487597328,-1.09445363378959,1.26873685307688,-1.8083829166784,0.364375223569937,-0.927091504931932,1.31794060841753,1.48086043043816,-0.206881222881737,0.768630481915463,-0.764982169484798,-1.63748667920472,2.0955887365391,-0.969323461805691,-1.30469619527505,1.25645502416475,1.66200041720521,0.990970828656704,0.595352502024584,1.68275021659544,1.94499146896614,1.6411798220772,0.567879442554828,0.858485394232342,Pre
1.87449161716083,1.94610800291542,2.47516752903682,1.03227647213331,1.5281983992145,2.22558059290651,1.73704426717105,-0.342957257504103,-1.09133151746986,1.43754404752384,1.85210425371343,-1.17930653813898,-0.384856246352484,1.66502578713774,-0.173305860524424,1.04993973919205,1.49027872690624,0.879406881364822,1.84227409730371,1.28770773219964,-0.970877986567342,-0.744147203581653,0.840902923258767,1.95036468795357,0.38407856921984,1.75798733509584,1.49639185636268,1.62116189381114,1.77320511632066,1.38020326800545,1.03240231466934,0.790733567539323,2.0472271044941,1.04800206191261,1.44122398414953,1.74172684708644,1.98332252164747,2.03507507927108,1.68674715639986,0.501728567774591,-0.229623273062397,1.89705057568764,1.70617908190068,Post
-2.09982370550534,-2.3285033180315,-2.49403420513794,-0.896427766703316,-2.11804246458466,-2.29733964941901,-2.0635258713893,-1.28289559151931,-0.669106147081822,-1.94093874437829,-2.0703186600792,0.0694465591073335,-1.10178782310886,-2.08225937410024,-1.4769263385307,-1.66459437887947,-1.94790993171407,-1.7194833877194,-1.81283748218661,-1.39291157304285,-0.311166437197325,-0.744147203581653,-1.48258835150141,-1.24574601637913,-0.486379903953922,-1.9069752469618,-1.4387021459024,-0.837115297740923,-1.86956352238743,-1.71584460523569,-1.49752431310122,-1.97721132965872,-2.1454908382344,-0.607955388562348,-1.58727001794521,-2.08257837160716,-2.20521881639479,-2.0385833828298,-1.51743594838282,-1.14747715645319,-2.06181084722086,-2.12739320543168,-1.8710565131423,Post
-0.64388781817451,-0.408864506139668,0.0651924301613962,1.0573847807091,-0.238877539869715,-0.461452791789268,-0.116441427184143,1.6143219376374,0.579486823959061,-1.04544763568271,-0.537907985741423,0.154975485313741,0.562838143174601,-0.662192586829089,0.731853434989838,0.529631350133863,-0.924239473528044,-1.00960362117485,0.405008522196313,0.489553224699299,-0.0288026899179923,-0.744147203581653,0.40201407533067,-0.0485148746608532,0.399194770807856,-0.831927636152572,-1.01956399219459,-1.1187192885879,0.214487096320708,0.335388358433064,0.404525629609303,-0.700163229201304,-0.154071720890611,-0.293893168424916,-0.550496405042727,-0.689453223995646,-0.527590554152915,-0.675699491023457,-0.292759974454834,-0.0298515481128212,-0.270320338640436,-0.480528992153912,-0.553397956769054,Pre
-1.18427762491097,-0.442557670119923,-0.0908349537207804,1.26659832413435,-0.666763607952235,-0.482105262220962,-0.736174209342775,1.31871722336637,0.37871396039682,-1.16513928286909,-0.763313428806875,0.416153551218969,-0.244982184096271,-0.425831182874573,0.125013849562535,0.856731449197932,-0.237413290288113,-0.619321242884107,-1.51535846277317,-0.849326630130523,0.0088533540781071,-0.744147203581653,0.63396695006793,-0.451773039173556,1.0760668070662,-1.14494838708969,-0.800209602724053,0.905475009231012,-0.691754957287398,0.326824978853648,1.11955758956171,-0.483598084061089,-0.929608088186563,0.575085042647386,-0.646040592797193,-0.475693166904399,-0.59037346028665,-1.33781821054164,0.324686878619056,0.00690373151107979,-0.671643519344335,-1.01815084440455,-1.04873416588867,Post
-0.600673972880276,-0.518972723446566,0.0927562262982701,-0.209799745504879,-0.317882718636986,-0.24203659493036,0.328885427949754,-0.322203629677182,1.01811435200003,-0.0251532315184684,-0.310807711217266,1.29931618281124,0.394156934411421,-0.484022132474118,0.34856866805018,-0.495903353116112,-0.0791269458337631,0.561831899507607,-0.329092200320117,-0.584218352668038,0.837805175971549,-0.744147203581653,-0.438183897071434,0.0396038107569583,-0.392872345462761,-0.305772630236273,-0.0449909112525691,-1.73754177484473,-0.221294442336761,-0.73993414350484,-0.622474704021038,-0.293711257392565,0.479827418419881,0.205905019380261,-1.11826839864046,-0.749025751306889,-0.309368609369709,0.0591660257202221,-1.68338311829827,0.325759582572483,-1.12167186592364,-0.396738238942631,-0.991144881519988,Pre
-0.573049312197095,-0.255936796553956,0.111007502019432,-0.285830289560919,-1.04360706593151,-0.462164599579705,-0.362343402337132,0.44704369982272,0.351304385711131,-0.384846981942665,-0.141234450181041,0.261329007839068,0.303490367850376,-0.548205271759662,0.4792984308264,0.0555173679750144,-0.739598789209612,-1.30009427724464,-0.555131367373463,-0.184467595232316,-0.214877897770275,-0.744147203581653,-0.261353855169038,-0.695330499115309,-0.0847975344833139,-0.127110772950062,-1.12287225393303,-0.215439467215252,0.0542653776971382,-0.342605098190531,-0.372369797828717,0.0650218432640641,0.199534703746347,-1.89581884333587,-1.31189289189053,0.173114516521667,-0.384102085747018,-0.0415469890950886,-0.562102608470668,-0.204054901266248,-0.244894197245958,-0.904965298579571,-0.837589606031356,Post
0.0828606318424384,0.738508599583385,0.760787765348479,-0.0955929194187829,0.541062696958685,-0.250250450199854,0.405632774765993,-0.640271054723966,1.4412948804027,-0.880872409053407,-0.622653078076061,1.22213821905875,0.342483124481589,-0.436349964140111,0.0418240260829203,0.395764749203372,1.60419795810455,0.999388995981863,0.518892108615101,-0.963283926858028,0.480700773526786,1.56423012980086,-0.049874118176186,1.2982833124823,1.73391695036784,-0.381906108808567,0.625960916938925,0.37224217289217,-0.353036127726672,-0.270777415964464,0.795142565592904,0.573496825860385,-0.44527823985287,0.538291796435469,0.101792950351245,0.238728108557913,-0.562747290729555,-0.160217982361126,-0.796450945246684,-1.63089257253616,0.176048589277031,-0.0153227636812952,0.00592725663317111,Pre
-0.0109469021568915,-0.371451139978048,0.153204775469103,-0.939962812498817,-0.23791583636692,-0.110862491167021,0.572446401685875,1.15855898422262,0.609723044027501,-0.3558660223538,-0.203833088823902,0.308047294971363,1.41277061801813,-0.387620713063979,0.508097059120701,0.581397629901056,-0.0258104804085556,-0.250546559355793,0.592499153071559,0.188605892078338,-0.0106107893748892,1.08443241445294,0.541948444431486,0.178349825142454,0.141162490295994,0.169086059082784,-0.143859762437961,0.552318079283609,0.0276187582734617,-0.245272796576833,-0.414652555441048,0.431598384393788,0.0927950032478809,0.158195694738369,-0.201509168341268,0.245337670981795,-0.289783564842518,-0.110437000504125,0.313619930790582,-1.02089923000569,0.71720656597262,-0.16578939058142,0.142640416142159,Post
