"itemset","supportP","supportN","growthRate"
"{MAGOH='\'(0.1-inf)\'',NOVA1='\'(0.2-inf)\'',PRP8='\'(0.1-inf)\'',RAVER1='\'(0.1-inf)\'',RBM17='\'(0.1-inf)\'',RBM3='\'(0.1-inf)\'',SAM68TV1='\'(0.2-inf)\'',SC35='\'(0.1-inf)\'',SRSF1='\'(0.1-inf)\'',SRSF10='\'(0.1-inf)\'',SRSF4='\'(0.1-inf)\'',U1='\'(0.1-inf)\'',U2AF1='\'(0.1-inf)\'',U2AF2='\'(0.1-inf)\'',U5='\'(0.1-inf)\'',U6ATAC='\'(0.1-inf)\''}",1,0.0666666666666667,15
