"itemset","supportP","supportN","growthRate"
"{CA150='\'(0.1-inf)\'',CUGBP='\'(0.1-inf)\'',PRP8='\'(0.1-inf)\'',RBM22='\'(0.1-inf)\'',U1='\'(0.1-inf)\''}",1,0.384615384615385,2.6
