"itemset","supportP","supportN","growthRate"
"{CA150='\'(0.1-inf)\'',CUGBP='\'(0.1-inf)\'',FBP11='\'(0.1-inf)\'',nSR100='\'(-inf-0.1]\'',PRP8='\'(0.1-inf)\'',PTB='\'(0.1-inf)\'',RBM22='\'(0.1-inf)\'',RBM3='\'(0.3-inf)\'',SF3BTV1='\'(0.1-inf)\'',SKIP='\'(0.2-inf)\'',SRSF1='\'(0.1-inf)\'',SRSF5='\'(0.1-inf)\'',SRSF6='\'(0.2-inf)\'',SRSF9='\'(0.1-inf)\'',TRA2A='\'(0.2-inf)\'',U1='\'(0.1-inf)\''}",1,0.0476190476190476,21
