"itemset","supportP","supportN","growthRate"
"{RBM3='\'(0.1-inf)\'',SRSF10='\'(0.1-inf)\'',U1='\'(0.1-inf)\'',U6ATAC='\'(0.1-inf)\''}",1,0.6,1.66666666666667
