"Index","Var","Importance"
10,"HNRNPK",6.22408865189168
9,"HNRNPG",5.02066867418355
44,"SND1",4.49796787726831
14,"MBNL2",3.3323407868479
41,"SF3BTV2",3.126395176288
2,"EIF4A3",3.11051819672452
30,"RNU1",3.09817370054678
57,"TRA2B",2.95519125286042
33,"RNU2",2.7822457633043
5,"HNRNPA1",2.65333253105153
31,"RNU11",2.38207444283486
48,"SRSF10",2.37182765246088
39,"SC35",2.33059393793826
4,"ESRP2",2.32954163298994
46,"SRPK1",2.30437628349681
42,"SF3B2",1.97249189997191
27,"RBM4",1.9520264955463
56,"TRA2A",1.80891592332803
24,"RBM25",1.74849789577388
7,"HNRNPA3",1.66580067958852
29,"RBM5",1.63552476569878
55,"TIA1",1.60332972337825
58,"U2AF1",1.5758780998459
22,"RBM17",1.55687816597193
18,"PRPF8",1.52463707498012
35,"RNU4ATAC",1.45192539377733
32,"RNU12",1.43765255478024
59,"U2AF2",1.35144848435108
52,"SRSF6",1.28643985513484
50,"SRSF4",1.23851145673938
49,"SRSF3",1.21779673254448
13,"MBNL1",1.17271834048632
11,"KHDRBS1",1.06065515283068
28,"RBM45",1.01707070215856
37,"RNU6",0.992583391481793
8,"HNRNPF",0.991259840003105
12,"MAGOH",0.941420233299753
3,"ESRP1",0.931516898202111
51,"SRSF5",0.85923018619059
21,"RBM10",0.782371347007838
6,"HNRNPA2B1",0.705569084229925
