ID,NumberAtts,Atts,ROC,Sens,Spec
1,1,HNRNPA1,0.895604395604396,0.857142857142857,0.923076923076923
2,2,HNRNPA1 RNU12,0.857142857142857,0.857142857142857,0.923076923076923
3,2,HNRNPA1 MAGOH,0.895604395604396,0.928571428571429,0.923076923076923
5,2,HNRNPA1 RBM25,0.857142857142857,0.857142857142857,0.923076923076923
6,2,HNRNPA1 RBM17,0.868131868131868,0.857142857142857,0.923076923076923
7,2,HNRNPA1 RBM3,0.851648351648352,0.785714285714286,0.923076923076923
8,2,HNRNPA1 SRSF10,0.851648351648352,0.857142857142857,0.923076923076923
10,2,HNRNPA1 KHDRBS1,0.857142857142857,0.857142857142857,0.923076923076923
11,2,HNRNPA1 SRPK1,0.840659340659341,0.714285714285714,0.923076923076923
12,2,HNRNPA1 PTBP1,0.857142857142857,0.857142857142857,0.923076923076923
14,2,HNRNPA1 TRA2B,0.846153846153846,0.785714285714286,0.923076923076923
15,2,HNRNPA1 TCERG1,0.857142857142857,0.785714285714286,0.923076923076923
16,2,HNRNPA1 U2AF1,0.857142857142857,0.714285714285714,0.923076923076923
17,2,HNRNPA1 HNRNPA3,0.862637362637363,0.714285714285714,0.923076923076923
21,2,HNRNPA1 CUGBP,0.857142857142857,0.785714285714286,0.923076923076923
22,2,HNRNPA1 EIF4A3,0.873626373626374,0.857142857142857,0.923076923076923
26,2,HNRNPA1 RNU6ATAC,0.89010989010989,0.857142857142857,0.923076923076923
27,2,HNRNPA1 TRA2A,0.873626373626374,0.785714285714286,0.923076923076923
28,2,HNRNPA1 SF3B2,0.884615384615385,0.857142857142857,0.923076923076923
52,3,RNU12 MAGOH HNRNPK,0.862637362637363,0.857142857142857,0.923076923076923
55,3,RNU12 MAGOH RNU6ATAC,0.846153846153846,0.857142857142857,0.923076923076923
70,3,MAGOH SRSF3 TRA2B,0.901098901098901,0.857142857142857,0.923076923076923
72,3,MAGOH SRSF3 U2AF1,0.835164835164835,0.857142857142857,0.923076923076923
74,3,MAGOH SRSF3 RNU11,0.912087912087912,0.857142857142857,0.923076923076923
75,4,MAGOH SRSF3 RNU11 SC35,0.857142857142857,0.857142857142857,0.923076923076923
76,4,MAGOH SRSF3 RNU11 HNRNPG,0.868131868131868,0.857142857142857,0.923076923076923
77,4,MAGOH SRSF3 RNU11 CUGBP,0.868131868131868,0.928571428571429,0.923076923076923
78,4,MAGOH SRSF3 RNU11 EIF4A3,0.868131868131868,0.857142857142857,0.923076923076923
79,4,MAGOH SRSF3 RNU11 HNRNPK,0.895604395604396,0.857142857142857,0.923076923076923
80,4,MAGOH SRSF3 RNU11 PRP19,0.912087912087912,0.785714285714286,0.923076923076923
82,4,MAGOH SRSF3 RNU11 RNU6ATAC,0.901098901098901,0.857142857142857,0.923076923076923
83,4,MAGOH SRSF3 RNU11 TRA2A,0.906593406593407,0.857142857142857,0.923076923076923
84,4,MAGOH SRSF3 RNU11 SF3B2,0.901098901098901,0.857142857142857,0.923076923076923
86,4,MAGOH SRSF3 RNU11 SF3BTV2,0.895604395604396,0.857142857142857,0.923076923076923
97,4,SRSF3 RBM25 PTBP1 RNU11,0.873626373626374,0.857142857142857,0.923076923076923
116,4,RBM25 RBM17 RBM5 SRPK1,0.876373626373626,0.785714285714286,0.923076923076923
120,6,RBM25 RBM17 RBM5 SRPK1 RNU4ATAC TCERG1,0.912087912087912,0.857142857142857,0.923076923076923
121,7,RBM25 RBM17 RBM5 SRPK1 RNU4ATAC TCERG1 U2AF1,0.912087912087912,0.785714285714286,0.923076923076923
122,7,RBM25 RBM17 RBM5 SRPK1 RNU4ATAC TCERG1 HNRNPA3,0.931318681318681,0.857142857142857,0.923076923076923
123,8,RBM25 RBM17 RBM5 SRPK1 RNU4ATAC TCERG1 HNRNPA3 RNU11,0.895604395604396,0.857142857142857,0.923076923076923
141,4,RBM17 SRSF10 RBM5 SRPK1,0.912087912087912,0.857142857142857,0.923076923076923
143,6,RBM17 SRSF10 RBM5 SRPK1 PTBP1 RNU4ATAC,0.909340659340659,0.928571428571429,0.923076923076923
152,6,RBM17 SRSF10 RBM5 SRPK1 PTBP1 EIF4A3,0.903846153846154,0.928571428571429,0.923076923076923
164,4,RBM3 SRSF10 RBM5 SRPK1,0.947802197802198,0.928571428571429,0.923076923076923
167,6,RBM3 SRSF10 RBM5 SRPK1 PTBP1 TRA2B,0.983516483516483,0.928571428571429,0.923076923076923
168,7,RBM3 SRSF10 RBM5 SRPK1 PTBP1 TRA2B TCERG1,0.942307692307692,0.928571428571429,0.923076923076923
175,7,RBM3 SRSF10 RBM5 SRPK1 PTBP1 TRA2B EIF4A3,0.945054945054945,0.857142857142857,0.923076923076923
181,7,RBM3 SRSF10 RBM5 SRPK1 PTBP1 TRA2B SF3B2,0.931318681318681,0.785714285714286,0.923076923076923
182,7,RBM3 SRSF10 RBM5 SRPK1 PTBP1 TRA2B SF3BTV1,0.934065934065934,0.785714285714286,0.923076923076923
183,7,RBM3 SRSF10 RBM5 SRPK1 PTBP1 TRA2B SF3BTV2,0.925824175824176,0.857142857142857,0.923076923076923
211,4,RBM5 KHDRBS1 CUGBP HNRNPK,0.802197802197802,0.857142857142857,0.923076923076923
4,2,HNRNPA1 SRSF3,0.851648351648352,0.857142857142857,0.846153846153846
13,2,HNRNPA1 RNU4ATAC,0.873626373626374,0.928571428571429,0.846153846153846
18,2,HNRNPA1 RNU11,0.857142857142857,0.857142857142857,0.846153846153846
19,2,HNRNPA1 SC35,0.862637362637363,0.857142857142857,0.846153846153846
20,2,HNRNPA1 HNRNPG,0.884615384615385,0.928571428571429,0.846153846153846
23,2,HNRNPA1 HNRNPK,0.862637362637363,0.857142857142857,0.846153846153846
25,2,HNRNPA1 MBNL1,0.857142857142857,0.857142857142857,0.846153846153846
29,2,HNRNPA1 SF3BTV1,0.879120879120879,0.928571428571429,0.846153846153846
30,2,HNRNPA1 SF3BTV2,0.862637362637363,0.785714285714286,0.846153846153846
31,1,RNU12,0.835164835164835,0.714285714285714,0.846153846153846
32,2,RNU12 MAGOH,0.928571428571429,0.857142857142857,0.846153846153846
33,3,RNU12 MAGOH SRSF3,0.843406593406593,0.857142857142857,0.846153846153846
35,3,RNU12 MAGOH RBM17,0.873626373626374,0.857142857142857,0.846153846153846
38,3,RNU12 MAGOH RBM5,0.851648351648352,0.857142857142857,0.846153846153846
39,3,RNU12 MAGOH KHDRBS1,0.881868131868132,0.857142857142857,0.846153846153846
40,3,RNU12 MAGOH SRPK1,0.832417582417582,0.857142857142857,0.846153846153846
42,3,RNU12 MAGOH RNU4ATAC,0.879120879120879,0.857142857142857,0.846153846153846
43,3,RNU12 MAGOH TRA2B,0.862637362637363,0.857142857142857,0.846153846153846
46,3,RNU12 MAGOH HNRNPA3,0.832417582417582,0.857142857142857,0.846153846153846
48,3,RNU12 MAGOH SC35,0.862637362637363,0.857142857142857,0.846153846153846
50,3,RNU12 MAGOH CUGBP,0.857142857142857,0.785714285714286,0.846153846153846
51,3,RNU12 MAGOH EIF4A3,0.851648351648352,0.857142857142857,0.846153846153846
53,3,RNU12 MAGOH PRP19,0.884615384615385,0.857142857142857,0.846153846153846
56,3,RNU12 MAGOH TRA2A,0.895604395604396,0.785714285714286,0.846153846153846
